#!SbcSavedTrendFile;Version_4;Html5Runtime_V3.0;
#!SBC trends log file generated on: 19.02.2025 15:27:25;
7;
TA_SP15P2_ET1	0	5000	255,0,0;
CO_SP15P2_ET1	0	5000	0,64,0;
DBS_SP15P2_ET1	0	5000	0,0,128;
DBE_SP15P2_ET1	0	5000	128,0,128;
TA_SP15P3_ET1	0	5000	255,255,0;
CO_SP15P3_ET1	0	5000	255,128,128;
DBS_SP15P3_ET1	0	5000	0,255,0;

#!(s);Date;Time;TA_SP15P2_ET1;CO_SP15P2_ET1;DBS_SP15P2_ET1;DBE_SP15P2_ET1;TA_SP15P3_ET1;CO_SP15P3_ET1;DBS_SP15P3_ET1;
1732316730;22.11.2024;23:05:30;18.2;0;360;353;0;0;346;
1732317633;22.11.2024;23:20:33;18.2;0;353;346;0;0;353;
1732318537;22.11.2024;23:35:37;18.2;0;328;338;0;0;338;
1732319440;22.11.2024;23:50:40;18.1;0;353;367;0;0;353;
1732320343;23.11.2024;00:05:43;18.1;0;353;346;0;0;353;
1732321246;23.11.2024;00:20:46;18;0;353;353;0;0;353;
1732322149;23.11.2024;00:35:49;18;0;353;346;0;0;346;
1732323052;23.11.2024;00:50:52;17.9;0;338;353;0;0;346;
1732323956;23.11.2024;01:05:56;17.9;0;353;360;0;0;346;
1732324859;23.11.2024;01:20:59;17.9;0;346;367;0;0;360;
1732325762;23.11.2024;01:36:02;18;0;367;367;0;0;360;
1732326665;23.11.2024;01:51:05;18.1;0;346;346;0;0;353;
1732327568;23.11.2024;02:06:08;18.2;0;353;338;0;0;338;
1732328471;23.11.2024;02:21:11;18.2;0;360;353;0;0;346;
1732329374;23.11.2024;02:36:14;18.1;0;353;353;0;0;338;
1732330278;23.11.2024;02:51:18;18;0;338;338;0;0;346;
1732331181;23.11.2024;03:06:21;18;0;338;360;0;0;346;
1732332084;23.11.2024;03:21:24;17.9;0;331;367;0;0;360;
1732332987;23.11.2024;03:36:27;17.9;0;346;353;0;0;346;
1732333890;23.11.2024;03:51:30;17.9;0;346;353;0;0;338;
1732334794;23.11.2024;04:06:34;18;0;346;338;0;0;346;
1732335697;23.11.2024;04:21:37;18.2;0;346;360;0;0;346;
1732336600;23.11.2024;04:36:40;18.1;0;346;346;0;0;353;
1732337503;23.11.2024;04:51:43;18.2;0;360;346;0;0;353;
1732338406;23.11.2024;05:06:46;18.1;0;346;353;0;0;346;
1732339309;23.11.2024;05:21:49;17.9;0;331;353;0;0;353;
1732340213;23.11.2024;05:36:53;18;0;360;353;0;0;360;
1732341116;23.11.2024;05:51:56;18;0;367;331;0;0;360;
1732342019;23.11.2024;06:06:59;18;0;353;353;0;0;353;
1732342922;23.11.2024;06:22:02;18;0;346;346;0;0;346;
1732343825;23.11.2024;06:37:05;18;0;353;353;0;0;346;
1732344729;23.11.2024;06:52:09;18;0;331;353;0;0;346;
1732345632;23.11.2024;07:07:12;17.9;0;360;331;0;0;353;
1732346535;23.11.2024;07:22:15;17.8;0;353;353;0;0;353;
1732347438;23.11.2024;07:37:18;17.9;0;353;346;0;0;360;
1732348341;23.11.2024;07:52:21;18;0;367;353;0;0;353;
1732349245;23.11.2024;08:07:25;18.2;0;346;346;0;0;353;
1732350148;23.11.2024;08:22:28;18.3;0;346;346;0;0;360;
1732351051;23.11.2024;08:37:31;18.2;0;353;378;0;0;353;
1732351954;23.11.2024;08:52:34;18.4;0;353;353;0;0;360;
1732352857;23.11.2024;09:07:37;18.4;0;367;353;0;0;353;
1732353761;23.11.2024;09:22:41;18.3;0;328;353;0;0;346;
1732354664;23.11.2024;09:37:44;18.3;0;353;338;0;0;346;
1732355567;23.11.2024;09:52:47;18.1;0;338;338;0;0;360;
1732356470;23.11.2024;10:07:50;18.1;0;360;353;0;0;353;
1732357373;23.11.2024;10:22:53;18.1;0;353;371;0;0;360;
1732358276;23.11.2024;10:37:56;18;0;346;367;0;0;353;
1732359180;23.11.2024;10:53:00;18.1;0;353;338;0;0;346;
1732360083;23.11.2024;11:08:03;18.2;0;338;353;0;0;346;
1732360986;23.11.2024;11:23:06;18.1;0;346;353;0;0;346;
1732361889;23.11.2024;11:38:09;18.2;0;360;338;0;0;346;
1732362793;23.11.2024;11:53:13;18.1;0;346;353;0;0;346;
1732363696;23.11.2024;12:08:16;18.2;0;338;346;0;0;346;
1732364599;23.11.2024;12:23:19;18.2;0;346;353;0;0;353;
1732365502;23.11.2024;12:38:22;18.2;0;338;353;0;0;346;
1732366405;23.11.2024;12:53:25;18.2;0;353;371;0;0;360;
1732367308;23.11.2024;13:08:28;18.4;0;346;346;0;0;346;
1732368211;23.11.2024;13:23:31;18.5;0;346;331;0;0;346;
1732369114;23.11.2024;13:38:34;18.5;0;353;346;0;0;353;
1732370018;23.11.2024;13:53:38;18.3;0;367;353;0;0;346;
1732370921;23.11.2024;14:08:41;18.2;0;346;353;0;0;353;
1732371824;23.11.2024;14:23:44;18.2;0;367;346;0;0;360;
1732372727;23.11.2024;14:38:47;18.2;0;346;338;0;0;360;
1732373630;23.11.2024;14:53:50;18.1;0;346;346;0;0;353;
1732374533;23.11.2024;15:08:53;18.1;0;353;346;0;0;353;
1732375436;23.11.2024;15:23:56;18.1;0;338;346;0;0;346;
1732376340;23.11.2024;15:39:00;18;0;338;346;0;0;346;
1732377243;23.11.2024;15:54:03;18;0;353;353;0;0;353;
1732378146;23.11.2024;16:09:06;18;0;338;360;0;0;346;
1732379049;23.11.2024;16:24:09;18.1;0;353;353;0;0;353;
1732379952;23.11.2024;16:39:12;18.1;0;338;328;0;0;346;
1732380855;23.11.2024;16:54:15;18;0;367;353;0;0;346;
1732381758;23.11.2024;17:09:18;18;0;338;346;0;0;346;
1732382662;23.11.2024;17:24:22;18;0;353;360;0;0;346;
1732383565;23.11.2024;17:39:25;18.1;0;353;338;0;0;346;
1732384468;23.11.2024;17:54:28;17.9;0;346;353;0;0;346;
1732385371;23.11.2024;18:09:31;17.9;0;367;331;0;0;346;
1732386274;23.11.2024;18:24:34;18;0;346;367;0;0;346;
1732387178;23.11.2024;18:39:38;18.1;0;346;367;0;0;353;
1732388081;23.11.2024;18:54:41;18.2;0;360;338;0;0;353;
1732388984;23.11.2024;19:09:44;18.2;0;360;346;0;0;353;
1732389887;23.11.2024;19:24:47;18.1;0;346;331;0;0;346;
1732390791;23.11.2024;19:39:51;18.1;0;338;353;0;0;346;
1732391694;23.11.2024;19:54:54;18.1;0;360;353;0;0;353;
1732392597;23.11.2024;20:09:57;18;0;331;360;0;0;353;
1732393500;23.11.2024;20:25:00;18;0;346;353;0;0;346;
1732394403;23.11.2024;20:40:03;18;0;338;346;0;0;353;
1732395307;23.11.2024;20:55:07;18;0;331;353;0;0;346;
1732396210;23.11.2024;21:10:10;18;0;346;338;0;0;346;
1732397113;23.11.2024;21:25:13;18;0;346;353;0;0;331;
1732398016;23.11.2024;21:40:16;17.9;0;346;353;0;0;346;
1732398919;23.11.2024;21:55:19;18;0;346;367;0;0;346;
1732399823;23.11.2024;22:10:23;18;0;331;353;0;0;353;
1732400726;23.11.2024;22:25:26;18.1;0;338;353;0;0;346;
1732401629;23.11.2024;22:40:29;18.1;0;346;328;0;0;346;
1732402532;23.11.2024;22:55:32;18;0;353;360;0;0;353;
1732403435;23.11.2024;23:10:35;18;0;353;353;0;0;353;
1732404339;23.11.2024;23:25:39;18.1;0;331;360;0;0;346;
1732405242;23.11.2024;23:40:42;18;0;360;346;0;0;346;
1732406145;23.11.2024;23:55:45;18;0;353;338;0;0;346;
1732407048;24.11.2024;00:10:48;18;0;353;353;0;0;346;
1732407951;24.11.2024;00:25:51;18;0;360;338;0;0;338;
1732408854;24.11.2024;00:40:54;17.9;0;367;346;0;0;338;
1732409758;24.11.2024;00:55:58;18;0;338;338;0;0;346;
1732410661;24.11.2024;01:11:01;18;0;346;346;0;0;353;
1732411564;24.11.2024;01:26:04;18.2;0;338;331;0;0;346;
1732412467;24.11.2024;01:41:07;18.2;0;346;346;0;0;353;
1732413370;24.11.2024;01:56:10;18.1;0;346;331;0;0;346;
1732414273;24.11.2024;02:11:13;18;0;360;353;0;0;346;
1732415177;24.11.2024;02:26:17;18.1;0;346;346;0;0;353;
1732416080;24.11.2024;02:41:20;18;0;331;360;0;0;353;
1732416983;24.11.2024;02:56:23;18.1;0;346;353;0;0;353;
1732417886;24.11.2024;03:11:26;18.1;0;360;353;0;0;346;
1732418789;24.11.2024;03:26:29;18;0;353;338;0;0;338;
1732419692;24.11.2024;03:41:32;18;0;346;360;0;0;346;
1732420595;24.11.2024;03:56:35;18;0;338;0;0;0;338;
1732421499;24.11.2024;04:11:39;17.9;0;353;338;0;0;360;
1732422402;24.11.2024;04:26:42;18;0;353;346;0;0;353;
1732423305;24.11.2024;04:41:45;18;0;360;353;0;0;360;
1732424208;24.11.2024;04:56:48;18.1;0;360;338;0;0;353;
1732425111;24.11.2024;05:11:51;18.1;0;360;346;0;0;353;
1732426014;24.11.2024;05:26:54;18.2;0;328;353;0;0;353;
1732426918;24.11.2024;05:41:58;18.1;0;353;353;0;0;360;
1732427821;24.11.2024;05:57:01;18.2;0;346;331;0;0;353;
1732428724;24.11.2024;06:12:04;18.1;0;367;360;0;0;346;
1732429627;24.11.2024;06:27:07;18.1;0;346;338;0;0;360;
1732430530;24.11.2024;06:42:10;18.1;0;338;353;0;0;353;
1732431434;24.11.2024;06:57:14;18.1;0;331;331;0;0;353;
1732432337;24.11.2024;07:12:17;18.1;0;360;360;0;0;360;
1732433240;24.11.2024;07:27:20;18.1;0;331;371;0;0;346;
1732434143;24.11.2024;07:42:23;18;0;338;331;0;0;338;
1732435046;24.11.2024;07:57:26;18.1;0;338;338;0;0;353;
1732435949;24.11.2024;08:12:29;18.1;0;353;353;0;0;346;
1732436853;24.11.2024;08:27:33;18.1;0;346;338;0;0;346;
1732437756;24.11.2024;08:42:36;18.1;0;353;367;0;0;353;
1732438659;24.11.2024;08:57:39;18.1;0;353;346;0;0;346;
1732439562;24.11.2024;09:12:42;18;0;328;353;0;0;346;
1732440465;24.11.2024;09:27:45;18;0;346;346;0;0;353;
1732441368;24.11.2024;09:42:48;18;0;353;328;0;0;346;
1732442272;24.11.2024;09:57:52;18.2;0;346;353;0;0;353;
1732443175;24.11.2024;10:12:55;18.2;0;360;331;0;0;346;
1732444078;24.11.2024;10:27:58;18.2;0;338;338;0;0;346;
1732444981;24.11.2024;10:43:01;18.2;0;346;338;0;0;338;
1732445884;24.11.2024;10:58:04;18.2;0;360;346;0;0;346;
1732446787;24.11.2024;11:13:07;18.3;0;360;353;0;0;346;
1732447691;24.11.2024;11:28:11;18.3;0;353;353;0;0;353;
1732448594;24.11.2024;11:43:14;18.3;0;328;353;0;0;346;
1732449497;24.11.2024;11:58:17;18.3;0;346;338;0;0;346;
1732450400;24.11.2024;12:13:20;18.3;0;353;353;0;0;346;
1732451303;24.11.2024;12:28:23;18.3;0;338;338;0;0;353;
1732452206;24.11.2024;12:43:26;18.3;0;346;338;0;0;346;
1732453110;24.11.2024;12:58:30;18.3;0;353;346;0;0;353;
1732454013;24.11.2024;13:13:33;18.3;0;338;338;0;0;353;
1732454916;24.11.2024;13:28:36;18.2;0;346;338;0;0;346;
1732455819;24.11.2024;13:43:39;18.4;0;338;346;0;0;353;
1732456722;24.11.2024;13:58:42;18.4;0;346;353;0;0;353;
1732457625;24.11.2024;14:13:45;18.5;0;346;338;0;0;346;
1732458528;24.11.2024;14:28:48;18.5;0;353;360;0;0;346;
1732459431;24.11.2024;14:43:51;18.5;0;338;320;0;0;338;
1732460335;24.11.2024;14:58:55;18.5;0;360;353;0;0;346;
1732461238;24.11.2024;15:13:58;18.3;0;353;360;0;0;346;
1732462141;24.11.2024;15:29:01;18.4;0;346;346;0;0;346;
1732463044;24.11.2024;15:44:04;18.5;0;338;346;0;0;353;
1732463947;24.11.2024;15:59:07;18.5;0;328;346;0;0;346;
1732464850;24.11.2024;16:14:10;18.4;0;338;346;0;0;353;
1732465753;24.11.2024;16:29:13;18.5;0;346;331;0;0;338;
1732466657;24.11.2024;16:44:17;18.3;0;338;353;0;0;346;
1732467560;24.11.2024;16:59:20;18.4;0;346;353;0;0;346;
1732468463;24.11.2024;17:14:23;18.3;0;353;353;0;0;346;
1732469366;24.11.2024;17:29:26;18.3;0;360;360;0;0;353;
1732470269;24.11.2024;17:44:29;18.3;0;331;353;0;0;353;
1732471173;24.11.2024;17:59:33;18.3;0;360;338;0;0;331;
1732472076;24.11.2024;18:14:36;18.3;0;331;346;0;0;353;
1732472979;24.11.2024;18:29:39;18.2;0;353;338;0;0;346;
1732473882;24.11.2024;18:44:42;18.2;0;346;353;0;0;346;
1732474785;24.11.2024;18:59:45;18.3;0;338;346;0;0;346;
1732475688;24.11.2024;19:14:48;18.2;0;360;353;0;0;346;
1732476592;24.11.2024;19:29:52;18.2;0;338;338;0;0;360;
1732477495;24.11.2024;19:44:55;18.2;0;338;346;0;0;353;
1732478398;24.11.2024;19:59:58;18.1;0;338;353;0;0;353;
1732479301;24.11.2024;20:15:01;18.2;0;353;346;0;0;346;
1732480204;24.11.2024;20:30:04;18.2;0;338;331;0;0;353;
1732481108;24.11.2024;20:45:08;18.2;0;346;338;0;0;353;
1732482011;24.11.2024;21:00:11;18.2;0;353;331;0;0;353;
1732482914;24.11.2024;21:15:14;18.2;0;338;331;0;0;353;
1732483817;24.11.2024;21:30:17;18.2;0;353;346;0;0;353;
1732484720;24.11.2024;21:45:20;18.2;0;367;360;0;0;346;
1732485624;24.11.2024;22:00:24;18.2;0;360;353;0;0;353;
1732486527;24.11.2024;22:15:27;18.2;0;353;338;0;0;346;
1732487430;24.11.2024;22:30:30;18.2;0;367;331;0;0;338;
1732488333;24.11.2024;22:45:33;18.1;0;367;353;0;0;360;
1732489236;24.11.2024;23:00:36;18.2;0;353;346;0;0;346;
1732490139;24.11.2024;23:15:39;18.2;0;338;353;0;0;353;
1732491042;24.11.2024;23:30:42;18.1;0;338;338;0;0;360;
1732491946;24.11.2024;23:45:46;18.2;0;331;353;0;0;346;
1732492849;25.11.2024;00:00:49;18.2;0;371;338;0;0;353;
1732493752;25.11.2024;00:15:52;18.2;0;338;346;0;0;353;
1732494655;25.11.2024;00:30:55;18.2;0;338;353;0;0;346;
1732495558;25.11.2024;00:45:58;18.2;0;367;371;0;0;346;
1732496461;25.11.2024;01:01:01;18.2;0;346;360;0;0;338;
1732497365;25.11.2024;01:16:05;18.2;0;353;331;0;0;353;
1732498268;25.11.2024;01:31:08;18.2;0;346;353;0;0;346;
1732499171;25.11.2024;01:46:11;18.2;0;353;338;0;0;353;
1732500074;25.11.2024;02:01:14;18.2;0;360;338;0;0;353;
1732500977;25.11.2024;02:16:17;18.2;0;346;353;0;0;360;
1732501880;25.11.2024;02:31:20;18.1;0;353;346;0;0;346;
1732502784;25.11.2024;02:46:24;18.2;0;346;346;0;0;346;
1732503687;25.11.2024;03:01:27;18.1;0;360;338;0;0;360;
1732504590;25.11.2024;03:16:30;18.3;0;353;338;0;0;353;
1732505493;25.11.2024;03:31:33;18.5;0;367;346;0;0;346;
1732506396;25.11.2024;03:46:36;18.6;0;292;338;0;0;346;
1732507299;25.11.2024;04:01:39;18.7;0;338;338;0;0;346;
1732508202;25.11.2024;04:16:42;18.8;0;360;346;0;0;346;
1732509106;25.11.2024;04:31:46;18.9;0;360;331;0;0;346;
1732510009;25.11.2024;04:46:49;18.9;0;360;346;0;0;353;
1732510912;25.11.2024;05:01:52;18.9;0;328;353;0;0;360;
1732511815;25.11.2024;05:16:55;19;0;328;338;0;0;346;
1732512718;25.11.2024;05:31:58;19.2;0;338;353;0;0;346;
1732513621;25.11.2024;05:47:01;19.2;0;353;346;0;0;346;
1732514525;25.11.2024;06:02:05;19.2;0;346;360;0;0;353;
1732515428;25.11.2024;06:17:08;19.3;0;360;346;0;0;346;
1732516331;25.11.2024;06:32:11;19.3;0;320;346;0;0;346;
1732517234;25.11.2024;06:47:14;19.3;0;338;338;0;0;346;
1732518137;25.11.2024;07:02:17;19.3;0;367;360;0;0;353;
1732519040;25.11.2024;07:17:20;19.2;0;360;353;0;0;360;
1732519943;25.11.2024;07:32:23;19;0;346;360;0;0;360;
1732520847;25.11.2024;07:47:27;19;0;353;367;0;0;346;
1732521750;25.11.2024;08:02:30;18;0;346;360;0;0;353;
1732522653;25.11.2024;08:17:33;18.3;0;331;360;0;0;360;
1732523556;25.11.2024;08:32:36;18.5;0;360;353;0;0;338;
1732524459;25.11.2024;08:47:39;19.5;0;353;338;0;0;346;
1732525363;25.11.2024;09:02:43;19.7;0;367;346;0;0;346;
1732526266;25.11.2024;09:17:46;19.6;0;338;353;0;0;353;
1732527169;25.11.2024;09:32:49;18.9;0;360;353;0;0;338;
1732528072;25.11.2024;09:47:52;19.5;0;346;353;0;0;346;
1732528975;25.11.2024;10:02:55;19.5;0;353;353;0;0;331;
1732529878;25.11.2024;10:17:58;19.3;0;328;346;0;0;338;
1732530782;25.11.2024;10:33:02;19.5;0;338;346;0;0;346;
1732531685;25.11.2024;10:48:05;19.7;0;367;338;0;0;360;
1732532588;25.11.2024;11:03:08;19.8;0;338;353;0;0;346;
1732533491;25.11.2024;11:18:11;19.4;0;346;367;0;0;353;
1732534394;25.11.2024;11:33:14;19.5;0;346;360;0;0;346;
1732535297;25.11.2024;11:48:17;19.4;0;353;360;0;0;346;
1732536201;25.11.2024;12:03:21;19.4;0;346;346;0;0;338;
1732537104;25.11.2024;12:18:24;19.8;0;353;346;0;0;346;
1732538007;25.11.2024;12:33:27;20.5;0;353;371;0;0;392;
1732538910;25.11.2024;12:48:30;19.6;0;346;360;0;0;346;
1732539813;25.11.2024;13:03:33;19.8;0;346;338;0;0;346;
1732540716;25.11.2024;13:18:36;19.9;0;360;353;0;0;346;
1732541620;25.11.2024;13:33:40;19.5;0;353;338;0;0;346;
1732542523;25.11.2024;13:48:43;19.3;0;346;353;0;0;346;
1732543426;25.11.2024;14:03:46;19.3;0;338;353;0;0;353;
1732544329;25.11.2024;14:18:49;19.4;0;353;353;0;0;346;
1732545232;25.11.2024;14:33:52;18.9;0;353;338;0;0;353;
1732546136;25.11.2024;14:48:56;19;0;353;346;0;0;346;
1732547039;25.11.2024;15:03:59;19.6;0;338;360;0;0;353;
1732547942;25.11.2024;15:19:02;20.1;0;367;346;0;0;338;
1732548846;25.11.2024;15:34:06;20.2;0;346;378;0;0;407;
1732549749;25.11.2024;15:49:09;20.3;0;338;353;0;0;346;
1732550652;25.11.2024;16:04:12;19.8;0;331;346;0;0;353;
1732551555;25.11.2024;16:19:15;19.5;0;360;353;0;0;338;
1732552459;25.11.2024;16:34:19;19.1;0;360;346;0;0;346;
1732553362;25.11.2024;16:49:22;19.7;0;353;346;0;0;371;
1732554265;25.11.2024;17:04:25;19.9;0;353;331;0;0;346;
1732555168;25.11.2024;17:19:28;20.1;0;346;360;0;0;353;
1732556072;25.11.2024;17:34:32;19.3;0;346;338;0;0;371;
1732556975;25.11.2024;17:49:35;19.3;0;328;353;0;0;346;
1732557878;25.11.2024;18:04:38;19.9;0;331;367;0;0;281;
1732558781;25.11.2024;18:19:41;19.4;0;360;360;0;0;346;
1732559684;25.11.2024;18:34:44;19.4;0;360;353;0;0;353;
1732560588;25.11.2024;18:49:48;19.4;0;338;360;0;0;346;
1732561491;25.11.2024;19:04:51;19.7;0;346;346;0;0;346;
1732562394;25.11.2024;19:19:54;19.3;0;360;346;0;0;353;
1732563297;25.11.2024;19:34:57;19.3;0;353;346;0;0;353;
1732564201;25.11.2024;19:50:01;19.2;0;353;331;0;0;353;
1732565104;25.11.2024;20:05:04;19.1;0;346;353;0;0;353;
1732566007;25.11.2024;20:20:07;19.1;0;338;360;0;0;353;
1732566910;25.11.2024;20:35:10;19.1;0;367;346;0;0;338;
1732567813;25.11.2024;20:50:13;19.1;0;360;338;0;0;346;
1732568716;25.11.2024;21:05:16;19;0;346;338;0;0;346;
1732569619;25.11.2024;21:20:19;19;0;338;353;0;0;353;
1732570523;25.11.2024;21:35:23;19;0;346;338;0;0;346;
1732571426;25.11.2024;21:50:26;18.9;0;367;320;0;0;346;
1732572329;25.11.2024;22:05:29;18.9;0;331;338;0;0;346;
1732573232;25.11.2024;22:20:32;18.9;0;346;338;0;0;346;
1732574135;25.11.2024;22:35:35;18.9;0;367;367;0;0;353;
1732575039;25.11.2024;22:50:39;18.8;0;346;353;0;0;346;
1732575942;25.11.2024;23:05:42;18.9;0;367;346;0;0;346;
1732576845;25.11.2024;23:20:45;18.8;0;346;338;0;0;353;
1732577748;25.11.2024;23:35:48;18.8;0;353;367;0;0;360;
1732578651;25.11.2024;23:50:51;18.8;0;346;338;0;0;346;
1732579555;26.11.2024;00:05:55;18.8;0;328;328;0;0;346;
1732580458;26.11.2024;00:20:58;18.8;0;353;353;0;0;338;
1732581361;26.11.2024;00:36:01;18.8;0;338;338;0;0;353;
1732582264;26.11.2024;00:51:04;18.8;0;338;338;0;0;353;
1732583167;26.11.2024;01:06:07;18.8;0;360;353;0;0;346;
1732584070;26.11.2024;01:21:10;18.8;0;360;360;0;0;346;
1732584974;26.11.2024;01:36:14;18.7;0;353;360;0;0;353;
1732585877;26.11.2024;01:51:17;18.7;0;331;346;0;0;353;
1732586780;26.11.2024;02:06:20;18.8;0;338;353;0;0;353;
1732587683;26.11.2024;02:21:23;18.7;0;367;353;0;0;360;
1732588586;26.11.2024;02:36:26;18.7;0;367;346;0;0;353;
1732589489;26.11.2024;02:51:29;18.7;0;360;353;0;0;353;
1732590392;26.11.2024;03:06:32;18.6;0;360;360;0;0;346;
1732591296;26.11.2024;03:21:36;18.9;0;338;353;0;0;346;
1732592199;26.11.2024;03:36:39;19;0;360;338;0;0;353;
1732593102;26.11.2024;03:51:42;19.1;0;353;353;0;0;346;
1732594005;26.11.2024;04:06:45;19.3;0;346;346;0;0;338;
1732594908;26.11.2024;04:21:48;19.3;0;331;353;0;0;346;
1732595811;26.11.2024;04:36:51;19.3;0;367;346;0;0;346;
1732596714;26.11.2024;04:51:54;19.3;0;367;346;0;0;353;
1732597617;26.11.2024;05:06:57;19.2;0;346;353;0;0;346;
1732598521;26.11.2024;05:22:01;19.2;0;331;353;0;0;346;
1732599424;26.11.2024;05:37:04;19.3;0;353;331;0;0;346;
1732600327;26.11.2024;05:52:07;19.2;0;338;367;0;0;346;
1732601230;26.11.2024;06:07:10;19.2;0;353;353;0;0;346;
1732602133;26.11.2024;06:22:13;19.2;0;338;346;0;0;353;
1732603036;26.11.2024;06:37:16;19.3;0;353;346;0;0;338;
1732603939;26.11.2024;06:52:19;19.2;0;346;346;0;0;346;
1732604843;26.11.2024;07:07:23;19.1;0;360;346;0;0;338;
1732605746;26.11.2024;07:22:26;19.1;0;346;346;0;0;346;
1732606649;26.11.2024;07:37:29;19.1;0;346;346;0;0;346;
1732607552;26.11.2024;07:52:32;19;0;338;353;0;0;360;
1732608455;26.11.2024;08:07:35;19;0;338;353;0;0;360;
1732609358;26.11.2024;08:22:38;19;0;338;331;0;0;346;
1732610261;26.11.2024;08:37:41;19.1;0;353;360;0;0;353;
1732611165;26.11.2024;08:52:45;19;0;353;346;0;0;353;
1732612068;26.11.2024;09:07:48;19.1;0;360;353;0;0;360;
1732612971;26.11.2024;09:22:51;19.1;0;331;346;0;0;346;
1732613874;26.11.2024;09:37:54;19.1;0;360;353;0;0;353;
1732614777;26.11.2024;09:52:57;19.1;0;360;360;0;0;353;
1732615680;26.11.2024;10:08:00;19.1;0;331;367;0;0;353;
1732616583;26.11.2024;10:23:03;19.1;0;353;367;0;0;346;
1732617486;26.11.2024;10:38:06;19.2;0;353;353;0;0;346;
1732618389;26.11.2024;10:53:09;19.4;0;346;353;0;0;353;
1732619293;26.11.2024;11:08:13;19.3;0;367;346;0;0;353;
1732620196;26.11.2024;11:23:16;19.2;0;353;353;0;0;346;
1732621099;26.11.2024;11:38:19;19.3;0;367;346;0;0;353;
1732622002;26.11.2024;11:53:22;19.2;0;346;331;0;0;353;
1732622905;26.11.2024;12:08:25;19.3;0;360;338;0;0;360;
1732623809;26.11.2024;12:23:29;19.3;0;338;331;0;0;360;
1732624712;26.11.2024;12:38:32;19.3;0;360;360;0;0;346;
1732625615;26.11.2024;12:53:35;19.4;0;360;338;0;0;353;
1732626518;26.11.2024;13:08:38;19.4;0;346;331;0;0;338;
1732627421;26.11.2024;13:23:41;19.4;0;346;360;0;0;353;
1732628325;26.11.2024;13:38:45;19.5;0;338;328;0;0;353;
1732629228;26.11.2024;13:53:48;19.5;0;338;346;0;0;346;
1732630131;26.11.2024;14:08:51;19.7;0;353;353;0;0;346;
1732631034;26.11.2024;14:23:54;19.7;0;353;353;0;0;353;
1732631937;26.11.2024;14:38:57;19.7;0;338;353;0;0;353;
1732632840;26.11.2024;14:54:00;19.7;0;338;331;0;0;346;
1732633744;26.11.2024;15:09:04;19.7;0;360;346;0;0;353;
1732634647;26.11.2024;15:24:07;19.7;0;346;353;0;0;346;
1732635550;26.11.2024;15:39:10;19.7;0;353;353;0;0;346;
1732636453;26.11.2024;15:54:13;19.7;0;360;346;0;0;353;
1732637357;26.11.2024;16:09:17;19.6;0;360;346;0;0;338;
1732638260;26.11.2024;16:24:20;19.6;0;346;346;0;0;353;
1732639163;26.11.2024;16:39:23;19.6;0;346;353;0;0;346;
1732640067;26.11.2024;16:54:27;19.6;0;338;346;0;0;353;
1732640970;26.11.2024;17:09:30;19.5;0;367;346;0;0;346;
1732641873;26.11.2024;17:24:33;19.5;0;346;346;0;0;346;
1732642776;26.11.2024;17:39:36;19.4;0;338;320;0;0;346;
1732643680;26.11.2024;17:54:40;19.3;0;353;353;0;0;353;
1732644583;26.11.2024;18:09:43;19.4;0;353;338;0;0;346;
1732645486;26.11.2024;18:24:46;19.3;0;338;353;0;0;346;
1732646389;26.11.2024;18:39:49;19.3;0;353;346;0;0;346;
1732647292;26.11.2024;18:54:52;19.3;0;346;338;0;0;346;
1732648195;26.11.2024;19:09:55;19.2;0;353;346;0;0;346;
1732649099;26.11.2024;19:24:59;19.1;0;338;346;0;0;353;
1732650002;26.11.2024;19:40:02;19.1;0;353;360;0;0;346;
1732650905;26.11.2024;19:55:05;19.1;0;338;360;0;0;360;
1732651808;26.11.2024;20:10:08;19;0;338;346;0;0;346;
1732652711;26.11.2024;20:25:11;19;0;346;353;0;0;353;
1732653614;26.11.2024;20:40:14;19;0;338;360;0;0;346;
1732654518;26.11.2024;20:55:18;18.9;0;353;346;0;0;346;
1732655421;26.11.2024;21:10:21;19;0;353;353;0;0;346;
1732656324;26.11.2024;21:25:24;19;0;353;353;0;0;353;
1732657227;26.11.2024;21:40:27;19;0;360;353;0;0;353;
1732658130;26.11.2024;21:55:30;18.9;0;331;378;0;0;360;
1732659033;26.11.2024;22:10:33;18.9;0;338;367;0;0;360;
1732659937;26.11.2024;22:25:37;18.8;0;353;346;0;0;353;
1732660840;26.11.2024;22:40:40;18.9;0;360;346;0;0;346;
1732661743;26.11.2024;22:55:43;18.9;0;346;346;0;0;353;
1732662646;26.11.2024;23:10:46;18.7;0;328;346;0;0;338;
1732663549;26.11.2024;23:25:49;18.7;0;346;346;0;0;338;
1732664452;26.11.2024;23:40:52;18.8;0;346;338;0;0;338;
1732665356;26.11.2024;23:55:56;18.6;0;353;338;0;0;346;
1732666259;27.11.2024;00:10:59;18.8;0;353;353;0;0;338;
1732667162;27.11.2024;00:26:02;18.7;0;353;360;0;0;338;
1732668065;27.11.2024;00:41:05;18.6;0;338;346;0;0;346;
1732668968;27.11.2024;00:56:08;18.7;0;353;338;0;0;338;
1732669871;27.11.2024;01:11:11;18.7;0;353;360;0;0;338;
1732670774;27.11.2024;01:26:14;18.7;0;346;353;0;0;353;
