#!SbcSavedTrendFile;Version_4;Html5Runtime_V3.0;
#!SBC trends log file generated on: 19.02.2025 15:27:25;
7;
TA_SP15P2_ET1	0	5000	255,0,0;
CO_SP15P2_ET1	0	5000	0,64,0;
DBS_SP15P2_ET1	0	5000	0,0,128;
DBE_SP15P2_ET1	0	5000	128,0,128;
TA_SP15P3_ET1	0	5000	255,255,0;
CO_SP15P3_ET1	0	5000	255,128,128;
DBS_SP15P3_ET1	0	5000	0,255,0;

#!(s);Date;Time;TA_SP15P2_ET1;CO_SP15P2_ET1;DBS_SP15P2_ET1;DBE_SP15P2_ET1;TA_SP15P3_ET1;CO_SP15P3_ET1;DBS_SP15P3_ET1;
1734212475;14.12.2024;21:41:15;17.3;0;331;360;0;0;346;
1734213379;14.12.2024;21:56:19;17.2;0;367;353;0;0;338;
1734214282;14.12.2024;22:11:22;17.2;0;338;353;0;0;346;
1734215185;14.12.2024;22:26:25;17.1;0;353;346;0;0;346;
1734216088;14.12.2024;22:41:28;17.3;0;346;331;0;0;346;
1734216991;14.12.2024;22:56:31;16.9;0;338;360;0;0;346;
1734217895;14.12.2024;23:11:35;17;0;353;353;0;0;360;
1734218798;14.12.2024;23:26:38;17.2;0;346;360;0;0;353;
1734219701;14.12.2024;23:41:41;17.4;0;346;338;0;0;353;
1734220604;14.12.2024;23:56:44;17.3;0;360;338;0;0;346;
1734221507;15.12.2024;00:11:47;17.3;0;367;360;0;0;346;
1734222410;15.12.2024;00:26:50;17.3;0;353;338;0;0;338;
1734223313;15.12.2024;00:41:53;17.3;0;367;346;0;0;346;
1734224217;15.12.2024;00:56:57;17.4;0;378;353;0;0;346;
1734225120;15.12.2024;01:12:00;17.4;0;353;353;0;0;338;
1734226023;15.12.2024;01:27:03;17.6;0;346;328;0;0;338;
1734226926;15.12.2024;01:42:06;17.3;0;346;353;0;0;346;
1734227829;15.12.2024;01:57:09;17.4;0;338;338;0;0;346;
1734228732;15.12.2024;02:12:12;17.2;0;338;353;0;0;346;
1734229636;15.12.2024;02:27:16;17.1;0;346;360;0;0;353;
1734230539;15.12.2024;02:42:19;17.2;0;331;346;0;0;353;
1734231442;15.12.2024;02:57:22;17.4;0;360;367;0;0;353;
1734232345;15.12.2024;03:12:25;17.3;0;367;360;0;0;353;
1734233248;15.12.2024;03:27:28;17.3;0;338;353;0;0;360;
1734234151;15.12.2024;03:42:31;17.3;0;360;346;0;0;353;
1734235055;15.12.2024;03:57:35;17.4;0;353;346;0;0;353;
1734235958;15.12.2024;04:12:38;17.2;0;353;360;0;0;353;
1734236861;15.12.2024;04:27:41;17.2;0;338;367;0;0;346;
1734237764;15.12.2024;04:42:44;17.2;0;346;346;0;0;353;
1734238667;15.12.2024;04:57:47;17.3;0;338;346;0;0;353;
1734239570;15.12.2024;05:12:50;17.3;0;346;346;0;0;346;
1734240473;15.12.2024;05:27:53;17.3;0;360;346;0;0;346;
1734241377;15.12.2024;05:42:57;17.3;0;353;360;0;0;346;
1734242280;15.12.2024;05:58:00;17.3;0;353;353;0;0;346;
1734243183;15.12.2024;06:13:03;17.3;0;353;346;0;0;353;
1734244086;15.12.2024;06:28:06;17.3;0;346;331;0;0;353;
1734244989;15.12.2024;06:43:09;17.3;0;346;346;0;0;346;
1734245892;15.12.2024;06:58:12;17.4;0;338;353;0;0;346;
1734246796;15.12.2024;07:13:16;17.5;0;346;360;0;0;346;
1734247699;15.12.2024;07:28:19;17.8;0;360;353;0;0;346;
1734248602;15.12.2024;07:43:22;17.5;0;338;353;0;0;338;
1734249505;15.12.2024;07:58:25;17.4;0;346;331;0;0;353;
1734250408;15.12.2024;08:13:28;17.3;0;367;353;0;0;353;
1734251312;15.12.2024;08:28:32;17.4;0;367;353;0;0;346;
1734252215;15.12.2024;08:43:35;17.2;0;331;346;0;0;353;
1734253118;15.12.2024;08:58:38;17.2;0;360;338;0;0;360;
1734254021;15.12.2024;09:13:41;17.3;0;367;346;0;0;360;
1734254924;15.12.2024;09:28:44;17.3;0;353;346;0;0;353;
1734255827;15.12.2024;09:43:47;17.4;0;338;346;0;0;353;
1734256730;15.12.2024;09:58:50;17.4;0;353;353;0;0;360;
1734257634;15.12.2024;10:13:54;17.5;0;360;353;0;0;346;
1734258537;15.12.2024;10:28:57;17.5;0;346;346;0;0;353;
1734259440;15.12.2024;10:44:00;17.6;0;346;353;0;0;353;
1734260343;15.12.2024;10:59:03;17.7;0;346;338;0;0;353;
1734261246;15.12.2024;11:14:06;17.6;0;338;338;0;0;353;
1734262149;15.12.2024;11:29:09;17.5;0;353;346;0;0;353;
1734263053;15.12.2024;11:44:13;17.8;0;360;353;0;0;346;
1734263956;15.12.2024;11:59:16;18;0;353;346;0;0;353;
1734264859;15.12.2024;12:14:19;17.8;0;346;338;0;0;353;
1734265762;15.12.2024;12:29:22;17.9;0;346;338;0;0;346;
1734266666;15.12.2024;12:44:26;18;0;353;346;0;0;338;
1734267569;15.12.2024;12:59:29;17.9;0;346;346;0;0;338;
1734268472;15.12.2024;13:14:32;17.8;0;331;346;0;0;346;
1734269375;15.12.2024;13:29:35;17.6;0;353;360;0;0;353;
1734270279;15.12.2024;13:44:39;17.8;0;360;346;0;0;353;
1734271182;15.12.2024;13:59:42;17.7;0;346;360;0;0;346;
1734272085;15.12.2024;14:14:45;17.9;0;353;353;0;0;353;
1734272988;15.12.2024;14:29:48;17.9;0;346;367;0;0;346;
1734273891;15.12.2024;14:44:51;17.8;0;331;346;0;0;353;
1734274794;15.12.2024;14:59:54;18;0;346;360;0;0;353;
1734275698;15.12.2024;15:14:58;17.7;0;346;353;0;0;360;
1734276601;15.12.2024;15:30:01;17.8;0;367;346;0;0;353;
1734277504;15.12.2024;15:45:04;17.9;0;353;338;0;0;346;
1734278407;15.12.2024;16:00:07;18;0;346;353;0;0;346;
1734279310;15.12.2024;16:15:10;18;0;338;353;0;0;346;
1734280214;15.12.2024;16:30:14;17.8;0;338;346;0;0;346;
1734281117;15.12.2024;16:45:17;17.9;0;367;346;0;0;346;
1734282020;15.12.2024;17:00:20;18;0;346;346;0;0;338;
1734282923;15.12.2024;17:15:23;18;0;353;346;0;0;353;
1734283827;15.12.2024;17:30:27;17.8;0;353;346;0;0;353;
1734284730;15.12.2024;17:45:30;17.9;0;346;346;0;0;353;
1734285633;15.12.2024;18:00:33;18;0;360;346;0;0;346;
1734286536;15.12.2024;18:15:36;17.8;0;353;353;0;0;338;
1734287439;15.12.2024;18:30:39;17.5;0;328;338;0;0;346;
1734288342;15.12.2024;18:45:42;18;0;353;338;0;0;353;
1734289246;15.12.2024;19:00:46;18;0;367;353;0;0;346;
1734290149;15.12.2024;19:15:49;17.9;0;346;353;0;0;346;
1734291052;15.12.2024;19:30:52;17.7;0;346;353;0;0;346;
1734291955;15.12.2024;19:45:55;17.6;0;338;338;0;0;346;
1734292859;15.12.2024;20:00:59;18;0;338;353;0;0;346;
1734293762;15.12.2024;20:16:02;18;0;353;346;0;0;346;
1734294665;15.12.2024;20:31:05;17.8;0;346;346;0;0;338;
1734295568;15.12.2024;20:46:08;17.8;0;371;346;0;0;353;
1734296471;15.12.2024;21:01:11;17.7;0;331;338;0;0;346;
1734297374;15.12.2024;21:16:14;17.9;0;331;360;0;0;346;
1734298277;15.12.2024;21:31:17;17.6;0;338;331;0;0;338;
1734299181;15.12.2024;21:46:21;17.6;0;353;346;0;0;353;
1734300084;15.12.2024;22:01:24;18;0;360;328;0;0;338;
1734300987;15.12.2024;22:16:27;17.6;0;338;346;0;0;338;
1734301890;15.12.2024;22:31:30;17.8;0;371;353;0;0;338;
1734302793;15.12.2024;22:46:33;17.7;0;346;360;0;0;346;
1734303697;15.12.2024;23:01:37;17.6;0;346;360;0;0;346;
1734304600;15.12.2024;23:16:40;17.7;0;346;338;0;0;346;
1734305503;15.12.2024;23:31:43;17.9;0;346;346;0;0;346;
1734306406;15.12.2024;23:46:46;17.7;0;346;353;0;0;346;
1734307309;16.12.2024;00:01:49;17.6;0;353;353;0;0;346;
1734308212;16.12.2024;00:16:52;18.1;0;338;346;0;0;353;
1734309116;16.12.2024;00:31:56;18;0;338;360;0;0;346;
1734310019;16.12.2024;00:46:59;17.8;0;353;360;0;0;346;
1734310922;16.12.2024;01:02:02;17.7;0;360;346;0;0;338;
1734311825;16.12.2024;01:17:05;18;0;353;338;0;0;346;
1734312728;16.12.2024;01:32:08;17.8;0;346;353;0;0;346;
1734313631;16.12.2024;01:47:11;17.8;0;353;331;0;0;346;
1734314534;16.12.2024;02:02:14;17.5;0;353;346;0;0;346;
1734315438;16.12.2024;02:17:18;17.8;0;367;346;0;0;346;
1734316341;16.12.2024;02:32:21;17.8;0;360;353;0;0;346;
1734317244;16.12.2024;02:47:24;17.7;0;331;338;0;0;360;
1734318147;16.12.2024;03:02:27;17.5;0;338;360;0;0;353;
1734319050;16.12.2024;03:17:30;17.6;0;331;360;0;0;346;
1734319953;16.12.2024;03:32:33;18.1;0;331;331;0;0;346;
1734320857;16.12.2024;03:47:37;17.9;0;353;353;0;0;346;
1734321760;16.12.2024;04:02:40;18;0;360;346;0;0;353;
1734322663;16.12.2024;04:17:43;18;0;331;338;0;0;338;
1734323566;16.12.2024;04:32:46;17.8;0;346;346;0;0;346;
1734324469;16.12.2024;04:47:49;17.8;0;367;367;0;0;353;
1734325373;16.12.2024;05:02:53;17.8;0;338;371;0;0;346;
1734326276;16.12.2024;05:17:56;17.3;0;346;360;0;0;346;
1734327179;16.12.2024;05:32:59;18.3;0;338;353;0;0;353;
1734328082;16.12.2024;05:48:02;18.6;0;378;360;0;0;360;
1734328985;16.12.2024;06:03:05;18.8;0;353;360;0;0;346;
1734329889;16.12.2024;06:18:09;18.8;0;338;360;0;0;353;
1734330792;16.12.2024;06:33:12;19.6;0;331;328;0;0;353;
1734331695;16.12.2024;06:48:15;18.3;0;346;353;0;0;346;
1734332598;16.12.2024;07:03:18;17.9;0;367;346;0;0;346;
1734333501;16.12.2024;07:18:21;17.9;0;346;346;0;0;353;
1734334404;16.12.2024;07:33:24;17.7;0;360;360;0;0;353;
1734335308;16.12.2024;07:48:28;18;0;346;346;0;0;360;
1734336211;16.12.2024;08:03:31;18;0;360;338;0;0;353;
1734337114;16.12.2024;08:18:34;18;0;353;360;0;0;353;
1734338018;16.12.2024;08:33:38;18;0;346;331;0;0;346;
1734338921;16.12.2024;08:48:41;18.3;0;346;338;0;0;353;
1734339824;16.12.2024;09:03:44;18.1;0;353;360;0;0;353;
1734340727;16.12.2024;09:18:47;18;0;346;331;0;0;346;
1734341630;16.12.2024;09:33:50;18.3;0;346;338;0;0;338;
1734342534;16.12.2024;09:48:54;18.2;0;338;331;0;0;338;
1734343437;16.12.2024;10:03:57;18.6;0;353;360;0;0;338;
1734344340;16.12.2024;10:19:00;18.7;0;338;353;0;0;338;
1734345243;16.12.2024;10:34:03;18.8;0;360;338;0;0;346;
1734346146;16.12.2024;10:49:06;19.9;0;353;346;0;0;338;
1734347049;16.12.2024;11:04:09;20;0;338;338;0;0;338;
1734347953;16.12.2024;11:19:13;20.2;0;338;346;0;0;353;
1734348856;16.12.2024;11:34:16;20.4;0;353;346;0;0;346;
1734349759;16.12.2024;11:49:19;19.8;0;346;346;0;0;346;
1734350662;16.12.2024;12:04:22;18.5;0;346;367;0;0;346;
1734351565;16.12.2024;12:19:25;18.1;0;338;353;0;0;346;
1734352469;16.12.2024;12:34:29;20.2;0;371;346;0;0;346;
1734353372;16.12.2024;12:49:32;20.1;0;353;338;0;0;360;
1734354275;16.12.2024;13:04:35;19.9;0;346;353;0;0;346;
1734355178;16.12.2024;13:19:38;20.3;0;360;353;0;0;346;
1734356081;16.12.2024;13:34:41;19.6;0;346;353;0;0;338;
1734356984;16.12.2024;13:49:44;20.7;0;353;360;0;0;346;
1734357887;16.12.2024;14:04:47;19.3;0;346;353;0;0;353;
1734358791;16.12.2024;14:19:51;20.6;0;346;346;0;0;353;
1734359694;16.12.2024;14:34:54;20.3;0;353;360;0;0;346;
1734360597;16.12.2024;14:49:57;20.6;0;360;371;0;0;371;
1734361500;16.12.2024;15:05:00;20.5;0;360;353;0;0;346;
1734362403;16.12.2024;15:20:03;20.7;0;338;353;0;0;346;
1734363306;16.12.2024;15:35:06;19.2;0;338;338;0;0;346;
1734364209;16.12.2024;15:50:09;20.5;0;331;367;0;0;367;
1734365113;16.12.2024;16:05:13;20.8;0;360;346;0;0;331;
1734366016;16.12.2024;16:20:16;20.5;0;353;360;0;0;353;
1734366919;16.12.2024;16:35:19;20.2;0;353;353;0;0;346;
1734367822;16.12.2024;16:50:22;19.1;0;367;360;0;0;173;
1734368725;16.12.2024;17:05:25;20.2;0;367;338;0;0;353;
1734369628;16.12.2024;17:20:28;20.3;0;338;353;0;0;346;
1734370531;16.12.2024;17:35:31;20.2;0;360;331;0;0;346;
1734371435;16.12.2024;17:50:35;19;0;353;346;0;0;346;
1734372338;16.12.2024;18:05:38;19.1;0;328;360;0;0;338;
1734373241;16.12.2024;18:20:41;19;0;338;346;0;0;346;
1734374144;16.12.2024;18:35:44;18.8;0;353;338;0;0;338;
1734375047;16.12.2024;18:50:47;18.5;0;346;353;0;0;346;
1734375950;16.12.2024;19:05:50;18.8;0;338;338;0;0;353;
1734376853;16.12.2024;19:20:53;18.2;0;367;353;0;0;353;
1734377757;16.12.2024;19:35:57;18.3;0;346;346;0;0;353;
1734378660;16.12.2024;19:51:00;18.2;0;360;353;0;0;346;
1734379563;16.12.2024;20:06:03;18.1;0;353;346;0;0;338;
1734380466;16.12.2024;20:21:06;19.1;0;331;360;0;0;360;
1734381369;16.12.2024;20:36:09;19.8;0;353;360;0;0;353;
1734382272;16.12.2024;20:51:12;19.6;0;353;353;0;0;346;
1734383176;16.12.2024;21:06:16;19.8;0;353;353;0;0;346;
1734384079;16.12.2024;21:21:19;19;0;346;338;0;0;353;
1734384982;16.12.2024;21:36:22;19.9;0;331;346;0;0;353;
1734385885;16.12.2024;21:51:25;20.1;0;346;353;0;0;353;
1734386788;16.12.2024;22:06:28;19.8;0;353;346;0;0;346;
1734387691;16.12.2024;22:21:31;19.7;0;338;346;0;0;346;
1734388594;16.12.2024;22:36:34;19.8;0;338;346;0;0;353;
1734389498;16.12.2024;22:51:38;19.8;0;346;360;0;0;353;
1734390401;16.12.2024;23:06:41;19.7;0;338;353;0;0;353;
1734391304;16.12.2024;23:21:44;19.5;0;353;346;0;0;346;
1734392207;16.12.2024;23:36:47;19.3;0;371;331;0;0;346;
1734393110;16.12.2024;23:51:50;19.6;0;353;346;0;0;346;
1734394013;17.12.2024;00:06:53;18.9;0;346;353;0;0;360;
1734394917;17.12.2024;00:21:57;19.5;0;360;360;0;0;346;
1734395820;17.12.2024;00:37:00;19.8;0;353;360;0;0;346;
1734396723;17.12.2024;00:52:03;19.8;0;331;353;0;0;353;
1734397626;17.12.2024;01:07:06;18.4;0;353;331;0;0;346;
1734398529;17.12.2024;01:22:09;18.2;0;338;346;0;0;338;
1734399433;17.12.2024;01:37:13;19.6;0;338;346;0;0;360;
1734400336;17.12.2024;01:52:16;19.5;0;338;346;0;0;353;
1734401239;17.12.2024;02:07:19;19.8;0;360;360;0;0;346;
1734402142;17.12.2024;02:22:22;19.7;0;367;346;0;0;346;
1734403045;17.12.2024;02:37:25;18.9;0;367;346;0;0;346;
1734403948;17.12.2024;02:52:28;19.3;0;360;353;0;0;353;
1734404852;17.12.2024;03:07:32;19;0;346;353;0;0;353;
1734405755;17.12.2024;03:22:35;19.6;0;360;346;0;0;353;
1734406658;17.12.2024;03:37:38;19.8;0;353;346;0;0;346;
1734407561;17.12.2024;03:52:41;19.8;0;346;360;0;0;353;
1734408464;17.12.2024;04:07:44;18.8;0;346;346;0;0;360;
1734409367;17.12.2024;04:22:47;18.6;0;331;346;0;0;346;
1734410271;17.12.2024;04:37:51;20.1;0;353;353;0;0;360;
1734411174;17.12.2024;04:52:54;19.3;0;346;346;0;0;353;
1734412077;17.12.2024;05:07:57;19.5;0;338;353;0;0;346;
1734412980;17.12.2024;05:23:00;20;0;346;338;0;0;353;
1734413883;17.12.2024;05:38:03;18.5;0;338;346;0;0;353;
1734414786;17.12.2024;05:53:06;18.6;0;346;360;0;0;346;
1734415689;17.12.2024;06:08:09;18.6;0;360;346;0;0;346;
1734416593;17.12.2024;06:23:13;18.7;0;353;360;0;0;346;
1734417496;17.12.2024;06:38:16;18.5;0;360;353;0;0;338;
1734418399;17.12.2024;06:53:19;18.6;0;360;346;0;0;353;
1734419302;17.12.2024;07:08:22;18.6;0;353;331;0;0;346;
1734420205;17.12.2024;07:23:25;18.2;0;338;360;0;0;346;
1734421108;17.12.2024;07:38:28;18.3;0;346;353;0;0;346;
1734422012;17.12.2024;07:53:32;18.4;0;371;353;0;0;346;
1734422915;17.12.2024;08:08:35;18.2;0;353;331;0;0;353;
1734423818;17.12.2024;08:23:38;18.7;0;367;338;0;0;346;
1734424721;17.12.2024;08:38:41;19.6;0;353;338;0;0;360;
1734425624;17.12.2024;08:53:44;19.8;0;353;346;0;0;353;
1734426527;17.12.2024;09:08:47;19.8;0;338;346;0;0;353;
1734427430;17.12.2024;09:23:50;19.8;0;371;346;0;0;353;
1734428334;17.12.2024;09:38:54;20.2;0;353;353;0;0;353;
1734429237;17.12.2024;09:53:57;19.1;0;353;353;0;0;331;
1734430140;17.12.2024;10:09:00;19.6;0;353;353;0;0;353;
1734431043;17.12.2024;10:24:03;18.7;0;360;360;0;0;346;
1734431946;17.12.2024;10:39:06;17.9;0;346;346;0;0;338;
1734432850;17.12.2024;10:54:10;18.1;0;378;346;0;0;360;
1734433753;17.12.2024;11:09:13;18.1;0;331;338;0;0;338;
1734434656;17.12.2024;11:24:16;17.9;0;360;331;0;0;346;
1734435559;17.12.2024;11:39:19;18.7;0;338;346;0;0;367;
1734436462;17.12.2024;11:54:22;18.3;0;360;353;0;0;353;
1734437365;17.12.2024;12:09:25;20.3;0;346;328;0;0;353;
1734438268;17.12.2024;12:24:28;19;0;346;338;0;0;346;
1734439172;17.12.2024;12:39:32;19.2;0;346;346;0;0;346;
1734440075;17.12.2024;12:54:35;18.7;0;331;346;0;0;346;
1734440978;17.12.2024;13:09:38;18.8;0;353;360;0;0;378;
1734441881;17.12.2024;13:24:41;20.1;0;353;346;0;0;346;
1734442784;17.12.2024;13:39:44;20;0;338;346;0;0;338;
1734443687;17.12.2024;13:54:47;20.5;0;353;360;0;0;346;
1734444591;17.12.2024;14:09:51;19.9;0;338;331;0;0;346;
1734445494;17.12.2024;14:24:54;20.6;0;346;346;0;0;360;
1734446397;17.12.2024;14:39:57;20.1;0;338;346;0;0;346;
1734447300;17.12.2024;14:55:00;19.3;0;338;346;0;0;346;
1734448203;17.12.2024;15:10:03;19.3;0;360;346;0;0;346;
1734449106;17.12.2024;15:25:06;18.7;0;328;338;0;0;346;
1734450009;17.12.2024;15:40:09;19.4;0;353;360;0;0;346;
1734450913;17.12.2024;15:55:13;19.1;0;353;353;0;0;338;
1734451816;17.12.2024;16:10:16;18.5;0;346;353;0;0;353;
1734452719;17.12.2024;16:25:19;18.8;0;331;346;0;0;346;
1734453622;17.12.2024;16:40:22;18.8;0;360;353;0;0;360;
1734454526;17.12.2024;16:55:26;20.3;0;367;346;0;0;353;
1734455429;17.12.2024;17:10:29;19.3;0;360;346;0;0;346;
1734456332;17.12.2024;17:25:32;19;0;346;338;0;0;346;
1734457235;17.12.2024;17:40:35;18.8;0;360;353;0;0;353;
1734458138;17.12.2024;17:55:38;18.8;0;338;353;0;0;346;
1734459041;17.12.2024;18:10:41;18.8;0;331;353;0;0;346;
1734459945;17.12.2024;18:25:45;19.1;0;346;346;0;0;353;
1734460848;17.12.2024;18:40:48;19.3;0;360;360;0;0;346;
1734461751;17.12.2024;18:55:51;18.5;0;353;346;0;0;346;
1734462654;17.12.2024;19:10:54;18.6;0;360;338;0;0;346;
1734463557;17.12.2024;19:25:57;18.7;0;346;338;0;0;346;
1734464461;17.12.2024;19:41:01;18.3;0;360;360;0;0;338;
1734465364;17.12.2024;19:56:04;18.2;0;346;353;0;0;353;
1734466267;17.12.2024;20:11:07;18.2;0;338;346;0;0;353;
1734467170;17.12.2024;20:26:10;18.1;0;346;338;0;0;353;
1734468073;17.12.2024;20:41:13;18.3;0;360;346;0;0;346;
1734468976;17.12.2024;20:56:16;18;0;353;338;0;0;353;
1734469880;17.12.2024;21:11:20;18;0;331;353;0;0;353;
1734470783;17.12.2024;21:26:23;17.6;0;353;346;0;0;353;
1734471686;17.12.2024;21:41:26;17.7;0;353;360;0;0;353;
1734472589;17.12.2024;21:56:29;18.1;0;346;331;0;0;338;
1734473492;17.12.2024;22:11:32;18.1;0;353;367;0;0;346;
1734474395;17.12.2024;22:26:35;18.2;0;346;346;0;0;346;
1734475299;17.12.2024;22:41:39;18;0;360;353;0;0;360;
1734476202;17.12.2024;22:56:42;18.3;0;360;353;0;0;346;
1734477105;17.12.2024;23:11:45;18.2;0;346;346;0;0;353;
1734478008;17.12.2024;23:26:48;18.2;0;338;360;0;0;346;
1734478911;17.12.2024;23:41:51;18.1;0;346;371;0;0;346;
1734479815;17.12.2024;23:56:55;18.1;0;346;360;0;0;346;
1734480718;18.12.2024;00:11:58;17.9;0;346;346;0;0;353;
1734481621;18.12.2024;00:27:01;18;0;367;346;0;0;338;
1734482524;18.12.2024;00:42:04;17.7;0;360;353;0;0;346;
1734483427;18.12.2024;00:57:07;18;0;338;338;0;0;353;
1734484330;18.12.2024;01:12:10;17.9;0;353;338;0;0;346;
1734485234;18.12.2024;01:27:14;17.9;0;353;360;0;0;346;
1734486137;18.12.2024;01:42:17;17.7;0;346;367;0;0;338;
1734487040;18.12.2024;01:57:20;18;0;360;353;0;0;353;
1734487943;18.12.2024;02:12:23;18.1;0;353;360;0;0;346;
1734488846;18.12.2024;02:27:26;18.2;0;338;353;0;0;338;
1734489749;18.12.2024;02:42:29;17.9;0;346;353;0;0;346;
1734490653;18.12.2024;02:57:33;18.1;0;338;360;0;0;360;
1734491556;18.12.2024;03:12:36;18.2;0;338;360;0;0;353;
1734492459;18.12.2024;03:27:39;17.9;0;346;360;0;0;353;
1734493362;18.12.2024;03:42:42;18.2;0;338;353;0;0;353;
1734494265;18.12.2024;03:57:45;18.2;0;360;353;0;0;353;
1734495168;18.12.2024;04:12:48;18.1;0;360;360;0;0;353;
1734496071;18.12.2024;04:27:51;18.2;0;360;353;0;0;346;
1734496975;18.12.2024;04:42:55;18.3;0;353;338;0;0;346;
1734497878;18.12.2024;04:57:58;18.1;0;353;331;0;0;353;
1734498781;18.12.2024;05:13:01;18.1;0;360;353;0;0;346;
1734499684;18.12.2024;05:28:04;18.2;0;338;360;0;0;353;
1734500587;18.12.2024;05:43:07;18.2;0;338;367;0;0;353;
1734501490;18.12.2024;05:58:10;18.9;0;346;346;0;0;353;
1734502393;18.12.2024;06:13:13;19.3;0;371;346;0;0;346;
1734503297;18.12.2024;06:28:17;19.4;0;367;353;0;0;353;
1734504200;18.12.2024;06:43:20;18.9;0;353;346;0;0;353;
1734505103;18.12.2024;06:58:23;18.3;0;338;346;0;0;353;
1734506006;18.12.2024;07:13:26;18.2;0;353;353;0;0;353;
1734506909;18.12.2024;07:28:29;18.3;0;331;360;0;0;353;
1734507813;18.12.2024;07:43:33;18.5;0;338;360;0;0;353;
1734508716;18.12.2024;07:58:36;18.4;0;360;331;0;0;346;
1734509619;18.12.2024;08:13:39;18.4;0;353;353;0;0;346;
1734510522;18.12.2024;08:28:42;18.6;0;360;371;0;0;353;
1734511425;18.12.2024;08:43:45;18.6;0;367;338;0;0;346;
1734512328;18.12.2024;08:58:48;18.7;0;360;353;0;0;346;
1734513231;18.12.2024;09:13:51;18.7;0;353;346;0;0;346;
1734514135;18.12.2024;09:28:55;18.5;0;338;353;0;0;360;
1734515038;18.12.2024;09:43:58;18.4;0;353;346;0;0;360;
1734515941;18.12.2024;09:59:01;18.9;0;331;338;0;0;353;
1734516844;18.12.2024;10:14:04;19.6;0;338;346;0;0;360;
1734517747;18.12.2024;10:29:07;16.8;0;328;432;0;0;331;
1734518650;18.12.2024;10:44:10;19.2;0;367;360;0;0;360;
1734519554;18.12.2024;10:59:14;20.3;0;346;346;0;0;353;
1734520457;18.12.2024;11:14:17;20.5;0;346;367;0;0;353;
1734521360;18.12.2024;11:29:20;20.9;0;353;346;0;0;353;
1734522263;18.12.2024;11:44:23;19.5;0;338;346;0;0;346;
1734523166;18.12.2024;11:59:26;20.8;0;353;353;0;0;353;
1734524069;18.12.2024;12:14:29;20.8;0;346;360;0;0;353;
1734524973;18.12.2024;12:29:33;20.7;0;346;346;0;0;353;
1734525876;18.12.2024;12:44:36;20.8;0;353;338;0;0;353;
1734526779;18.12.2024;12:59:39;20.8;0;353;360;0;0;360;
1734527682;18.12.2024;13:14:42;20.3;0;338;346;0;0;346;
1734528585;18.12.2024;13:29:45;20.2;0;360;367;0;0;353;
1734529488;18.12.2024;13:44:48;19.9;0;360;353;0;0;346;
1734530392;18.12.2024;13:59:52;19.8;0;353;353;0;0;353;
1734531295;18.12.2024;14:14:55;19.8;0;338;360;0;0;360;
1734532198;18.12.2024;14:29:58;20;0;353;346;0;0;353;
1734533101;18.12.2024;14:45:01;20;0;346;346;0;0;353;
1734534004;18.12.2024;15:00:04;20.1;0;360;353;0;0;353;
1734534907;18.12.2024;15:15:07;20;0;331;360;0;0;360;
1734535810;18.12.2024;15:30:10;20.1;0;338;367;0;0;378;
1734536713;18.12.2024;15:45:13;20.2;0;328;371;0;0;338;
1734537616;18.12.2024;16:00:16;19.9;0;346;331;0;0;331;
1734538520;18.12.2024;16:15:20;20.8;0;353;360;0;0;353;
1734539423;18.12.2024;16:30:23;20.7;0;331;346;0;0;346;
1734540326;18.12.2024;16:45:26;20.6;0;346;338;0;0;328;
1734541229;18.12.2024;17:00:29;19.5;0;338;353;0;0;346;
1734542132;18.12.2024;17:15:32;20;0;331;346;0;0;360;
1734543035;18.12.2024;17:30:35;19.4;0;346;353;0;0;346;
1734543939;18.12.2024;17:45:39;19.9;0;353;353;0;0;353;
1734544842;18.12.2024;18:00:42;20;0;338;346;0;0;346;
1734545745;18.12.2024;18:15:45;19.9;0;360;360;0;0;346;
1734546648;18.12.2024;18:30:48;20.3;0;346;353;0;0;353;
1734547551;18.12.2024;18:45:51;20.8;0;346;353;0;0;353;
1734548455;18.12.2024;19:00:55;20.7;0;353;353;0;0;353;
1734549358;18.12.2024;19:15:58;19.6;0;346;346;0;0;353;
1734550261;18.12.2024;19:31:01;19.6;0;367;371;0;0;346;
1734551164;18.12.2024;19:46:04;19.5;0;338;360;0;0;353;
1734552067;18.12.2024;20:01:07;19.4;0;360;338;0;0;353;
1734552970;18.12.2024;20:16:10;19.3;0;353;331;0;0;346;
1734553874;18.12.2024;20:31:14;19.5;0;360;371;0;0;346;
1734554777;18.12.2024;20:46:17;19.4;0;353;338;0;0;346;
1734555680;18.12.2024;21:01:20;19.3;0;353;353;0;0;353;
1734556583;18.12.2024;21:16:23;19.3;0;331;360;0;0;346;
1734557486;18.12.2024;21:31:26;19.7;0;367;360;0;0;353;
1734558389;18.12.2024;21:46:29;19.3;0;346;367;0;0;353;
1734559292;18.12.2024;22:01:32;19.3;0;360;346;0;0;346;
1734560196;18.12.2024;22:16:36;19.3;0;353;338;0;0;346;
1734561099;18.12.2024;22:31:39;19.3;0;360;338;0;0;353;
1734562002;18.12.2024;22:46:42;19.3;0;360;338;0;0;346;
1734562905;18.12.2024;23:01:45;19.3;0;360;338;0;0;360;
1734563808;18.12.2024;23:16:48;19.2;0;346;331;0;0;346;
1734564711;18.12.2024;23:31:51;19.3;0;360;353;0;0;353;
1734565614;18.12.2024;23:46:54;19.3;0;346;346;0;0;353;
