#!SbcSavedTrendFile;Version_4;Html5Runtime_V3.0;
#!SBC trends log file generated on: 19.02.2025 15:25:27;
6;
TA_VEST2_RDC	0	5000	255,0,0;
TA_SP5P_2_RDC R	0	5000	0,64,0;
TA_SP10P_2_RDC	0	5000	0,0,128;
TA_LAB_TOPO_RDC	0	5000	128,0,128;
CO_LAB_TOPO_RDC R	0	5000	255,255,0;
DBS_LAB_TOPO_RDC	0	5000	255,128,128;

#!(s);Date;Time;TA_VEST2_RDC;TA_SP5P_2_RDC R;TA_SP10P_2_RDC;TA_LAB_TOPO_RDC;CO_LAB_TOPO_RDC R;DBS_LAB_TOPO_RDC;
1734468073;17.12.2024;20:41:13;19;19.2;18.5;0;71.6;666;
1734468976;17.12.2024;20:56:16;18.9;19.2;18.4;0;71.6;623;
1734469879;17.12.2024;21:11:19;18.9;19.2;18.4;0;71.6;644;
1734470783;17.12.2024;21:26:23;18.9;19.1;18.4;0;73.8;601;
1734471686;17.12.2024;21:41:26;18.9;19.2;18.4;0;73.8;583;
1734472589;17.12.2024;21:56:29;18.9;19.1;18.4;0;73.8;677;
1734473492;17.12.2024;22:11:32;18.9;19.1;18.4;0;73.8;666;
1734474395;17.12.2024;22:26:35;18.9;19.1;18.3;0;73.8;677;
1734475298;17.12.2024;22:41:38;18.9;19.1;18.3;0;73.8;572;
1734476202;17.12.2024;22:56:42;18.8;19.1;18.3;0;73.8;655;
1734477105;17.12.2024;23:11:45;18.9;19.1;18.3;0;71.6;684;
1734478008;17.12.2024;23:26:48;18.8;19.1;18.3;0;73.8;716;
1734478911;17.12.2024;23:41:51;18.8;19.1;18.2;0;71.6;684;
1734479814;17.12.2024;23:56:54;18.8;19.1;18.2;0;71.6;684;
1734480718;18.12.2024;00:11:58;18.8;19.1;18.2;0;73.8;677;
1734481621;18.12.2024;00:27:01;18.8;19;18.2;0;73.8;655;
1734482524;18.12.2024;00:42:04;18.8;19;18.2;0;73.8;634;
1734483427;18.12.2024;00:57:07;18.8;19;18.2;0;73.8;706;
1734484330;18.12.2024;01:12:10;18.8;19;18.2;0;73.8;623;
1734485233;18.12.2024;01:27:13;18.8;19;18.2;0;73.8;677;
1734486137;18.12.2024;01:42:17;18.7;19;18.1;0;73.8;738;
1734487040;18.12.2024;01:57:20;18.8;19;18.1;0;73.8;562;
1734487943;18.12.2024;02:12:23;18.7;19;18.1;0;73.8;666;
1734488846;18.12.2024;02:27:26;18.7;19;18.2;0;73.8;601;
1734489749;18.12.2024;02:42:29;18.7;19;18.2;0;73.8;716;
1734490652;18.12.2024;02:57:32;18.7;19;18.2;0;71.6;677;
1734491556;18.12.2024;03:12:36;18.7;19;18.2;0;76;666;
1734492459;18.12.2024;03:27:39;18.8;19;18.2;0;76;634;
1734493362;18.12.2024;03:42:42;18.8;19.1;18.2;0;76;666;
1734494265;18.12.2024;03:57:45;18.9;19.1;18.2;0;76;727;
1734495168;18.12.2024;04:12:48;18.9;19.1;18.3;0;76;655;
1734496071;18.12.2024;04:27:51;19;19.1;18.3;0;76;684;
1734496974;18.12.2024;04:42:54;19;19;18.3;0;76;666;
1734497878;18.12.2024;04:57:58;19;19;18.4;0;76;695;
1734498781;18.12.2024;05:13:01;19;19;18.4;0;78.5;666;
1734499684;18.12.2024;05:28:04;19.1;19;18.4;0;78.5;684;
1734500587;18.12.2024;05:43:07;19.1;19;18.4;0;78.5;666;
1734501490;18.12.2024;05:58:10;19.1;19;18.5;0;78.5;677;
1734502393;18.12.2024;06:13:13;19.2;19;18.5;0;78.5;706;
1734503297;18.12.2024;06:28:17;19.2;19;18.5;0;78.5;684;
1734504200;18.12.2024;06:43:20;19.2;19;18.6;0;78.5;677;
1734505103;18.12.2024;06:58:23;19.2;19;18.5;0;78.5;695;
1734506006;18.12.2024;07:13:26;19.2;19;18.5;0;78.5;634;
1734506909;18.12.2024;07:28:29;19.1;19.1;18.6;0;78.5;706;
1734507812;18.12.2024;07:43:32;19.1;19.1;18.6;0;78.5;655;
1734508716;18.12.2024;07:58:36;19.1;19;18.5;0;78.5;601;
1734509619;18.12.2024;08:13:39;19;19;18.5;0;78.5;666;
1734510522;18.12.2024;08:28:42;19;19.1;18.5;0;78.5;655;
1734511425;18.12.2024;08:43:45;19;19.1;18.6;0;76;684;
1734512328;18.12.2024;08:58:48;19;19.1;18.5;0;78.5;695;
1734513231;18.12.2024;09:13:51;19;19.1;18.5;0;78.5;655;
1734514134;18.12.2024;09:28:54;19;19.1;18.5;0;78.5;684;
1734515038;18.12.2024;09:43:58;19;19.1;18.5;0;78.5;644;
1734515941;18.12.2024;09:59:01;19;19.1;18.5;0;78.5;695;
1734516844;18.12.2024;10:14:04;19;19.1;18.5;0;78.5;655;
1734517747;18.12.2024;10:29:07;19;19.1;18.5;0;78.5;684;
1734518650;18.12.2024;10:44:10;19;19.1;18.5;0;76;684;
1734519553;18.12.2024;10:59:13;19;19.1;18.5;0;78.5;706;
1734520457;18.12.2024;11:14:17;19;19.1;18.5;0;78.5;677;
1734521360;18.12.2024;11:29:20;19;19.2;18.7;0;76;677;
1734522263;18.12.2024;11:44:23;19;19.2;18.6;0;78.5;684;
1734523166;18.12.2024;11:59:26;19;19.2;18.5;0;78.5;666;
1734524069;18.12.2024;12:14:29;19;19.1;18.6;0;78.5;634;
1734524972;18.12.2024;12:29:32;19;19.1;18.6;0;78.5;644;
1734525876;18.12.2024;12:44:36;19;19.2;18.8;0;78.5;655;
1734526779;18.12.2024;12:59:39;19;19.2;19;0;78.5;666;
1734527682;18.12.2024;13:14:42;19.1;19.2;18.8;0;78.5;684;
1734528585;18.12.2024;13:29:45;19.1;19.2;18.7;0;78.5;695;
1734529488;18.12.2024;13:44:48;19;19.2;18.7;0;78.5;634;
1734530392;18.12.2024;13:59:52;19.1;19.2;18.7;0;78.5;716;
1734531295;18.12.2024;14:14:55;19;19.2;18.7;0;78.5;706;
1734532198;18.12.2024;14:29:58;19;19.2;18.7;0;78.5;684;
1734533101;18.12.2024;14:45:01;19.1;19.2;18.7;0;78.5;666;
1734534004;18.12.2024;15:00:04;19.1;19.2;18.7;0;76;666;
1734534907;18.12.2024;15:15:07;19.1;19.2;18.6;0;76;677;
1734535810;18.12.2024;15:30:10;19.1;19.2;18.7;0;73.8;706;
1734536713;18.12.2024;15:45:13;19.1;19.3;18.6;0;76;644;
1734537616;18.12.2024;16:00:16;19.4;19.2;18.7;0;76;666;
1734538519;18.12.2024;16:15:19;19.2;19.2;18.6;0;76;706;
1734539423;18.12.2024;16:30:23;19.2;19.2;18.6;0;73.8;716;
1734540326;18.12.2024;16:45:26;19.2;19.2;18.7;0;76;666;
1734541229;18.12.2024;17:00:29;19.2;19.2;18.6;0;73.8;655;
1734542132;18.12.2024;17:15:32;19.2;19.2;18.6;0;76;644;
1734543035;18.12.2024;17:30:35;19.2;19.3;18.7;0;76;695;
1734543939;18.12.2024;17:45:39;19.2;19.3;18.6;0;76;644;
1734544842;18.12.2024;18:00:42;19.2;19.2;18.6;0;76;634;
1734545745;18.12.2024;18:15:45;19.2;19.3;18.8;0;76;716;
1734546648;18.12.2024;18:30:48;19.1;19.4;18.9;0;76;716;
1734547551;18.12.2024;18:45:51;19.2;19.3;19;0;73.8;677;
1734548455;18.12.2024;19:00:55;19.2;19.3;18.9;0;73.8;655;
1734549358;18.12.2024;19:15:58;19.1;19.2;18.8;0;73.8;716;
1734550261;18.12.2024;19:31:01;19;19.2;18.8;0;73.8;644;
1734551164;18.12.2024;19:46:04;19;19.2;18.6;0;73.8;666;
1734552067;18.12.2024;20:01:07;19;19.2;18.5;0;73.8;655;
1734552970;18.12.2024;20:16:10;18.9;19.2;18.5;0;73.8;644;
1734553873;18.12.2024;20:31:13;19;19.2;18.4;0;71.6;634;
1734554777;18.12.2024;20:46:17;19;19.2;18.4;0;71.6;684;
1734555680;18.12.2024;21:01:20;19;19.2;18.3;0;71.6;572;
1734556583;18.12.2024;21:16:23;18.9;19.2;18.3;0;73.8;684;
1734557486;18.12.2024;21:31:26;19;19.2;18.3;0;73.8;644;
1734558389;18.12.2024;21:46:29;18.9;19.2;18.2;0;73.8;666;
1734559292;18.12.2024;22:01:32;18.9;19.2;18.2;0;73.8;684;
1734560195;18.12.2024;22:16:35;18.9;19.2;18.2;0;73.8;655;
1734561099;18.12.2024;22:31:39;18.9;19.2;18.2;0;73.8;644;
1734562002;18.12.2024;22:46:42;18.9;19.2;18.2;0;73.8;634;
1734562905;18.12.2024;23:01:45;18.9;19.2;18.2;0;73.8;684;
1734563808;18.12.2024;23:16:48;18.9;19.1;18.1;0;73.8;644;
1734564711;18.12.2024;23:31:51;18.8;19.1;18.2;0;73.8;644;
1734565614;18.12.2024;23:46:54;18.8;19.1;18.1;0;73.8;684;
1734566518;19.12.2024;00:01:58;18.8;19.1;18.2;0;73.8;655;
1734567421;19.12.2024;00:17:01;18.8;19.1;18.4;0;71.6;655;
1734568324;19.12.2024;00:32:04;18.8;19.1;18.4;0;73.8;623;
1734569227;19.12.2024;00:47:07;18.9;19.1;18.4;0;73.8;684;
1734570130;19.12.2024;01:02:10;18.9;19.1;18.4;0;73.8;695;
1734571033;19.12.2024;01:17:13;18.9;19.1;18.4;0;73.8;655;
1734571936;19.12.2024;01:32:16;18.9;19.1;18.4;0;73.8;666;
1734572840;19.12.2024;01:47:20;18.9;19.1;18.4;0;73.8;655;
1734573743;19.12.2024;02:02:23;18.9;19.1;18.4;0;73.8;695;
1734574646;19.12.2024;02:17:26;18.9;19.1;18.4;0;73.8;684;
1734575549;19.12.2024;02:32:29;18.9;19.1;18.4;0;73.8;666;
1734576452;19.12.2024;02:47:32;18.9;19.1;18.4;0;73.8;666;
1734577355;19.12.2024;03:02:35;18.9;19.1;18.4;0;76;644;
1734578258;19.12.2024;03:17:38;18.9;19.1;18.4;0;76;551;
1734579161;19.12.2024;03:32:41;19;19.2;18.5;0;76;634;
1734580064;19.12.2024;03:47:44;19;19.2;18.5;0;76;684;
1734580968;19.12.2024;04:02:48;19.1;19.2;18.6;0;76;677;
1734581871;19.12.2024;04:17:51;19.1;19.2;18.7;0;76;644;
1734582774;19.12.2024;04:32:54;19.1;19.2;18.7;0;76;695;
1734583677;19.12.2024;04:47:57;19.1;19.2;18.8;0;73.8;655;
1734584580;19.12.2024;05:03:00;19.1;19.2;18.9;0;76;684;
1734585483;19.12.2024;05:18:03;19.1;19.2;18.9;0;76;601;
1734586387;19.12.2024;05:33:07;19.1;19.2;18.9;0;76;655;
1734587290;19.12.2024;05:48:10;19.1;19.2;19;0;76;695;
1734588193;19.12.2024;06:03:13;19.1;19.2;19;0;76;601;
1734589096;19.12.2024;06:18:16;19.1;19.2;19.1;0;76;706;
1734589999;19.12.2024;06:33:19;19.1;19.2;19.2;0;76;706;
1734590902;19.12.2024;06:48:22;19.1;19.2;18.9;0;76;677;
1734591805;19.12.2024;07:03:25;19;19.3;18.9;0;76;666;
1734592709;19.12.2024;07:18:29;19.1;19.3;19;0;76;594;
1734593612;19.12.2024;07:33:32;19.1;19.3;19;0;76;684;
1734594515;19.12.2024;07:48:35;19.1;19.3;19;0;76;623;
1734595418;19.12.2024;08:03:38;19.1;19.3;18.8;0;76;594;
1734596321;19.12.2024;08:18:41;19.1;19.3;18.7;0;78.5;655;
1734597224;19.12.2024;08:33:44;19.1;19.3;18.7;0;76;655;
1734598128;19.12.2024;08:48:48;19.1;19.3;18.6;0;76;518;
1734599031;19.12.2024;09:03:51;19.1;19.3;18.6;0;76;623;
1734599934;19.12.2024;09:18:54;19.1;19.3;18.5;0;78.5;655;
1734600837;19.12.2024;09:33:57;19.1;19.3;18.5;0;76;684;
1734601740;19.12.2024;09:49:00;19.1;19.3;18.6;0;76;666;
1734602643;19.12.2024;10:04:03;19.1;19.3;18.5;0;76;644;
1734603546;19.12.2024;10:19:06;19.2;19.3;18.6;0;76;644;
1734604450;19.12.2024;10:34:10;19.2;19.3;18.6;0;78.5;706;
1734605353;19.12.2024;10:49:13;19.2;19.3;18.7;0;78.5;677;
1734606256;19.12.2024;11:04:16;19.2;19.3;18.8;0;76;677;
1734607159;19.12.2024;11:19:19;19.2;19.4;18.9;0;76;666;
1734608062;19.12.2024;11:34:22;19.2;19.3;18.9;0;76;644;
1734608965;19.12.2024;11:49:25;19.2;19.3;18.9;0;76;677;
1734609869;19.12.2024;12:04:29;19.2;19.3;18.9;0;76;644;
1734610772;19.12.2024;12:19:32;19.2;19.3;18.7;0;76;594;
1734611675;19.12.2024;12:34:35;19.2;19.3;19;0;76;644;
1734612578;19.12.2024;12:49:38;19.2;19.3;19;0;76;706;
1734613481;19.12.2024;13:04:41;19.2;19.3;19.1;0;76;666;
1734614384;19.12.2024;13:19:44;19.2;19.3;18.6;0;76;666;
1734615287;19.12.2024;13:34:47;19.2;19.3;18.5;0;73.8;677;
1734616190;19.12.2024;13:49:50;19.2;19.3;18.4;0;76;666;
1734617094;19.12.2024;14:04:54;19.2;19.3;18.8;0;73.8;655;
1734617997;19.12.2024;14:19:57;19.2;19.3;18.6;0;73.8;684;
1734618900;19.12.2024;14:35:00;19.2;19.3;18.8;0;73.8;677;
1734619803;19.12.2024;14:50:03;19.2;19.2;18.8;0;73.8;655;
1734620707;19.12.2024;15:05:07;19.2;19.3;18.4;0;76;677;
1734621610;19.12.2024;15:20:10;19.1;19.3;18.3;0;76;684;
1734622513;19.12.2024;15:35:13;19.1;19.3;18.4;0;73.8;706;
1734623416;19.12.2024;15:50:16;19.1;19.3;18.3;0;73.8;677;
1734624319;19.12.2024;16:05:19;19.1;19.2;18.3;0;71.6;716;
1734625222;19.12.2024;16:20:22;19.1;19.2;18.2;0;73.8;612;
1734626126;19.12.2024;16:35:26;19.1;19.2;18.2;0;73.8;677;
1734627029;19.12.2024;16:50:29;19.1;19.2;18.2;0;73.8;623;
1734627932;19.12.2024;17:05:32;19;19.2;18.1;0;73.8;623;
1734628835;19.12.2024;17:20:35;19;19.2;18.1;0;71.6;612;
1734629738;19.12.2024;17:35:38;19;19.2;18;0;71.6;666;
1734630642;19.12.2024;17:50:42;19;19.2;17.9;0;73.8;684;
1734631545;19.12.2024;18:05:45;19;19.2;17.9;0;73.8;666;
1734632448;19.12.2024;18:20:48;19;19.2;17.9;0;73.8;684;
1734633351;19.12.2024;18:35:51;19;19.2;17.8;0;73.8;666;
1734634254;19.12.2024;18:50:54;19;19.2;17.9;0;73.8;655;
1734635157;19.12.2024;19:05:57;19;19.2;17.8;0;71.6;666;
1734636061;19.12.2024;19:21:01;19;19.2;17.9;0;73.8;706;
1734636964;19.12.2024;19:36:04;19;19.2;18.5;0;71.6;666;
1734637867;19.12.2024;19:51:07;19.1;19.2;18.7;0;73.8;601;
1734638770;19.12.2024;20:06:10;19.1;19.3;18.6;0;71.6;644;
1734639673;19.12.2024;20:21:13;19;19.2;18.6;0;73.8;655;
1734640576;19.12.2024;20:36:16;19;19.2;18.6;0;73.8;706;
1734641479;19.12.2024;20:51:19;19;19.2;18.5;0;73.8;612;
1734642382;19.12.2024;21:06:22;19;19.2;18.5;0;73.8;684;
1734643286;19.12.2024;21:21:26;19;19.2;18.4;0;73.8;634;
1734644189;19.12.2024;21:36:29;19;19.2;18.4;0;71.6;677;
1734645092;19.12.2024;21:51:32;19;19.2;18.4;0;73.8;666;
1734645995;19.12.2024;22:06:35;19;19.2;18.4;0;71.6;644;
1734646898;19.12.2024;22:21:38;19;19.2;18.4;0;73.8;623;
1734647802;19.12.2024;22:36:42;18.9;19.2;18.3;0;71.6;572;
1734648705;19.12.2024;22:51:45;18.9;19.2;18.3;0;71.6;634;
1734649608;19.12.2024;23:06:48;18.9;19.1;18.3;0;71.6;612;
1734650511;19.12.2024;23:21:51;18.9;19.1;18.2;0;71.6;666;
1734651414;19.12.2024;23:36:54;18.9;19.1;18.3;0;71.6;655;
1734652317;19.12.2024;23:51:57;18.9;19.1;18.2;0;71.6;612;
1734653220;20.12.2024;00:07:00;18.9;19.1;18.3;0;73.8;666;
1734654123;20.12.2024;00:22:03;18.9;19.1;18.2;0;73.8;727;
1734655027;20.12.2024;00:37:07;18.8;19.1;18.2;0;76;666;
1734655930;20.12.2024;00:52:10;18.8;19.1;18.2;0;73.8;716;
1734656833;20.12.2024;01:07:13;18.8;19.1;18.2;0;73.8;666;
1734657736;20.12.2024;01:22:16;18.8;19.1;18.1;0;73.8;655;
1734658639;20.12.2024;01:37:19;18.8;19;18.1;0;73.8;655;
1734659542;20.12.2024;01:52:22;18.8;19;18.1;0;73.8;666;
1734660445;20.12.2024;02:07:25;18.8;19;18.1;0;73.8;666;
1734661349;20.12.2024;02:22:29;18.8;19;18.1;0;73.8;601;
1734662252;20.12.2024;02:37:32;18.8;19;18.1;0;73.8;655;
1734663155;20.12.2024;02:52:35;18.7;19;18;0;71.6;684;
1734664058;20.12.2024;03:07:38;18.7;19;18;0;76;655;
1734664961;20.12.2024;03:22:41;18.8;19.1;18.1;0;76;601;
1734665864;20.12.2024;03:37:44;18.9;19.1;18.2;0;76;623;
1734666768;20.12.2024;03:52:48;18.9;19.1;18.2;0;76;655;
1734667671;20.12.2024;04:07:51;19;19.1;18.3;0;76;500;
1734668574;20.12.2024;04:22:54;19;19.1;18.4;0;76;677;
1734669477;20.12.2024;04:37:57;19;19;18.4;0;78.5;677;
1734670380;20.12.2024;04:53:00;19;19;18.5;0;76;716;
1734671283;20.12.2024;05:08:03;19.1;19;18.5;0;73.8;601;
1734672187;20.12.2024;05:23:07;19.1;19;18.5;0;73.8;655;
1734673090;20.12.2024;05:38:10;19.1;19;18.6;0;76;612;
1734673993;20.12.2024;05:53:13;19.2;19;18.6;0;76;655;
1734674896;20.12.2024;06:08:16;19.2;19;18.7;0;76;655;
1734675799;20.12.2024;06:23:19;19.2;19;18.8;0;76;655;
1734676703;20.12.2024;06:38:23;19.1;19;18.8;0;76;666;
1734677606;20.12.2024;06:53:26;19.1;19;18.8;0;76;644;
1734678509;20.12.2024;07:08:29;19.1;19.1;18.8;0;76;623;
1734679412;20.12.2024;07:23:32;19;19.1;18.9;0;76;666;
1734680315;20.12.2024;07:38:35;19;19.1;18.9;0;76;666;
1734681218;20.12.2024;07:53:38;19;19.1;18.8;0;76;677;
1734682121;20.12.2024;08:08:41;18.9;19;18.4;0;73.8;684;
1734683025;20.12.2024;08:23:45;18.9;19;18.3;0;73.8;684;
1734683928;20.12.2024;08:38:48;19;19;18.2;0;76;677;
1734684831;20.12.2024;08:53:51;19;19;18.2;0;76;677;
1734685734;20.12.2024;09:08:54;19.1;19;18.1;0;76;684;
1734686637;20.12.2024;09:23:57;19.1;19;18.1;0;76;623;
1734687540;20.12.2024;09:39:00;19;19;18.3;0;76;612;
1734688444;20.12.2024;09:54:04;19;19;18.2;0;76;677;
1734689347;20.12.2024;10:09:07;19.1;19;18.1;0;76;623;
1734690250;20.12.2024;10:24:10;19.1;19.1;18.2;0;78.5;684;
1734691153;20.12.2024;10:39:13;19.1;19.1;18.1;0;76;666;
1734692056;20.12.2024;10:54:16;19.1;19.2;18.1;0;76;634;
1734692959;20.12.2024;11:09:19;19;19.2;18.2;0;78.5;677;
1734693862;20.12.2024;11:24:22;19.1;19.3;18.2;0;76;684;
1734694766;20.12.2024;11:39:26;19;19.4;18.3;0;76;738;
1734695669;20.12.2024;11:54:29;19.1;19.4;18.3;0;76;623;
1734696572;20.12.2024;12:09:32;19.1;19.3;18.3;0;78.5;479;
1734697475;20.12.2024;12:24:35;19.1;19.3;18.3;0;78.5;684;
1734698378;20.12.2024;12:39:38;19.1;19.3;18.3;0;76;572;
1734699281;20.12.2024;12:54:41;19.1;19.3;18.3;0;78.5;695;
1734700184;20.12.2024;13:09:44;19.1;19.4;18.4;0;78.5;684;
1734701088;20.12.2024;13:24:48;19.1;19.4;18.4;0;78.5;684;
1734701991;20.12.2024;13:39:51;19.1;19.5;18.5;0;78.5;644;
1734702894;20.12.2024;13:54:54;19.1;19.4;18.5;0;78.5;716;
1734703797;20.12.2024;14:09:57;19.1;19.4;18.5;0;76;684;
1734704700;20.12.2024;14:25:00;19.1;19.5;19;0;78.5;677;
1734705603;20.12.2024;14:40:03;19.1;19.4;18.6;0;76;644;
1734706507;20.12.2024;14:55:07;19.1;19.4;19;0;76;677;
1734707410;20.12.2024;15:10:10;19.1;19.5;19;0;76;677;
1734708313;20.12.2024;15:25:13;19.2;19.5;19;0;76;666;
1734709216;20.12.2024;15:40:16;19.2;19.5;19.1;0;76;677;
1734710119;20.12.2024;15:55:19;19.2;19.5;19.1;0;76;634;
1734711022;20.12.2024;16:10:22;19.2;19.4;18.9;0;76;601;
1734711925;20.12.2024;16:25:25;19.2;19.4;18.7;0;76;666;
1734712828;20.12.2024;16:40:28;19.2;19.5;19;0;73.8;612;
1734713732;20.12.2024;16:55:32;19.2;19.5;19;0;76;634;
1734714635;20.12.2024;17:10:35;19.2;19.5;18.9;0;73.8;594;
1734715538;20.12.2024;17:25:38;19.2;19.4;18.8;0;73.8;634;
1734716441;20.12.2024;17:40:41;19.2;19.4;18.6;0;73.8;634;
1734717344;20.12.2024;17:55:44;19.1;19.4;18.5;0;73.8;684;
1734718247;20.12.2024;18:10:47;19.2;19.3;18.5;0;73.8;655;
1734719151;20.12.2024;18:25:51;19.1;19.3;18.4;0;73.8;677;
1734720054;20.12.2024;18:40:54;19.1;19.4;18.4;0;71.6;716;
1734720957;20.12.2024;18:55:57;19.1;19.3;18.3;0;73.8;634;
1734721860;20.12.2024;19:11:00;19.1;19.3;18.3;0;73.8;666;
1734722763;20.12.2024;19:26:03;19.1;19.3;18.3;0;73.8;695;
1734723666;20.12.2024;19:41:06;19.1;19.3;18.3;0;73.8;677;
1734724570;20.12.2024;19:56:10;19.1;19.3;18.5;0;73.8;684;
1734725473;20.12.2024;20:11:13;19.1;19.4;18.6;0;71.6;601;
1734726376;20.12.2024;20:26:16;19;19.4;18.6;0;73.8;644;
1734727279;20.12.2024;20:41:19;19;19.4;18.5;0;76;706;
1734728182;20.12.2024;20:56:22;19;19.4;18.5;0;76;684;
1734729085;20.12.2024;21:11:25;19;19.3;18.5;0;76;684;
1734729988;20.12.2024;21:26:28;19;19.4;18.5;0;76;684;
1734730892;20.12.2024;21:41:32;19;19.3;18.5;0;76;644;
1734731795;20.12.2024;21:56:35;19;19.3;18.4;0;76;666;
1734732698;20.12.2024;22:11:38;19;19.3;18.4;0;76;684;
1734733601;20.12.2024;22:26:41;19;19.3;18.4;0;76;695;
1734734504;20.12.2024;22:41:44;18.9;19.3;18.3;0;76;695;
1734735408;20.12.2024;22:56:48;18.9;19.3;18.3;0;76;644;
1734736311;20.12.2024;23:11:51;18.9;19.3;18.3;0;73.8;684;
1734737214;20.12.2024;23:26:54;18.9;19.3;18.3;0;76;716;
1734738117;20.12.2024;23:41:57;18.9;19.2;18.3;0;76;727;
1734739020;20.12.2024;23:57:00;18.9;19.2;18.3;0;73.8;655;
1734739923;21.12.2024;00:12:03;18.9;19.2;18.3;0;76;601;
1734740827;21.12.2024;00:27:07;18.9;19.2;18.3;0;73.8;508;
1734741730;21.12.2024;00:42:10;18.8;19.2;18.3;0;76;677;
1734742633;21.12.2024;00:57:13;18.8;19.2;18.2;0;76;666;
1734743536;21.12.2024;01:12:16;18.8;19.2;18.2;0;73.8;695;
1734744439;21.12.2024;01:27:19;18.8;19.2;18.2;0;73.8;655;
1734745342;21.12.2024;01:42:22;18.8;19.1;18.2;0;76;666;
1734746246;21.12.2024;01:57:26;18.8;19.1;18.2;0;76;666;
1734747149;21.12.2024;02:12:29;18.8;19.1;18.2;0;76;677;
1734748052;21.12.2024;02:27:32;18.8;19.1;18.2;0;76;644;
1734748955;21.12.2024;02:42:35;18.8;19.1;18.2;0;76;601;
1734749858;21.12.2024;02:57:38;18.8;19.1;18.2;0;76;684;
1734750761;21.12.2024;03:12:41;18.8;19.1;18.2;0;76;727;
1734751665;21.12.2024;03:27:45;18.8;19.1;18.2;0;76;677;
1734752568;21.12.2024;03:42:48;18.8;19.1;18.1;0;76;634;
1734753471;21.12.2024;03:57:51;18.7;19.1;18.1;0;76;666;
1734754374;21.12.2024;04:12:54;18.7;19;18.1;0;76;706;
1734755277;21.12.2024;04:27:57;18.7;19.1;18.1;0;76;684;
1734756181;21.12.2024;04:43:01;18.7;19.1;18.1;0;76;644;
1734757084;21.12.2024;04:58:04;18.7;19;18.1;0;76;684;
1734757987;21.12.2024;05:13:07;18.7;19;18.1;0;76;677;
1734758890;21.12.2024;05:28:10;18.7;19;18.1;0;78.5;655;
1734759793;21.12.2024;05:43:13;18.7;19;18.1;0;76;612;
1734760696;21.12.2024;05:58:16;18.7;19;18.1;0;78.5;716;
1734761600;21.12.2024;06:13:20;18.7;19;18.1;0;78.5;666;
1734762503;21.12.2024;06:28:23;18.7;19;18.1;0;76;666;
1734763406;21.12.2024;06:43:26;18.7;19;18.1;0;78.5;695;
1734764309;21.12.2024;06:58:29;18.7;19;18.1;0;78.5;684;
1734765212;21.12.2024;07:13:32;18.7;19;18.1;0;78.5;706;
1734766115;21.12.2024;07:28:35;18.7;18.9;18.1;0;76;594;
1734767019;21.12.2024;07:43:39;18.7;19;18.1;0;78.5;677;
1734767922;21.12.2024;07:58:42;18.7;19;18.1;0;78.5;655;
1734768825;21.12.2024;08:13:45;18.7;18.9;18.1;0;76;695;
1734769728;21.12.2024;08:28:48;18.7;18.9;18.1;0;78.5;583;
1734770631;21.12.2024;08:43:51;18.7;18.9;18.1;0;78.5;623;
1734771535;21.12.2024;08:58:55;18.7;18.9;18.1;0;78.5;695;
1734772438;21.12.2024;09:13:58;18.7;18.9;18.1;0;78.5;655;
1734773341;21.12.2024;09:29:01;18.6;18.9;18.1;0;78.5;684;
1734774244;21.12.2024;09:44:04;18.7;18.9;18.1;0;78.5;706;
1734775147;21.12.2024;09:59:07;18.7;18.9;18.1;0;76;634;
1734776051;21.12.2024;10:14:11;18.6;18.9;18.1;0;78.5;644;
1734776954;21.12.2024;10:29:14;18.6;18.9;18.1;0;78.5;634;
1734777857;21.12.2024;10:44:17;18.6;18.9;18.1;0;78.5;572;
1734778760;21.12.2024;10:59:20;18.6;18.9;18.1;0;76;684;
1734779663;21.12.2024;11:14:23;18.6;18.9;18.1;0;76;695;
1734780566;21.12.2024;11:29:26;18.7;18.8;18.1;0;78.5;655;
1734781470;21.12.2024;11:44:30;18.7;18.8;18.1;0;76;677;
1734782373;21.12.2024;11:59:33;18.6;18.8;18.1;0;78.5;612;
1734783276;21.12.2024;12:14:36;18.7;18.8;18.1;0;78.5;684;
1734784179;21.12.2024;12:29:39;18.7;18.9;18.1;0;76;644;
1734785082;21.12.2024;12:44:42;18.7;18.9;18.1;0;76;655;
1734785985;21.12.2024;12:59:45;18.7;18.9;18.1;0;76;655;
1734786888;21.12.2024;13:14:48;18.7;18.9;18.2;0;76;684;
1734787792;21.12.2024;13:29:52;18.7;18.9;18.2;0;76;727;
1734788695;21.12.2024;13:44:55;18.7;18.9;18.2;0;76;684;
1734789598;21.12.2024;13:59:58;18.7;18.9;18.2;0;76;666;
1734790501;21.12.2024;14:15:01;18.7;18.8;18.2;0;76;738;
1734791404;21.12.2024;14:30:04;18.7;18.9;18.2;0;76;655;
1734792307;21.12.2024;14:45:07;18.7;18.8;18.1;0;73.8;677;
1734793211;21.12.2024;15:00:11;18.7;18.8;18.1;0;76;623;
1734794114;21.12.2024;15:15:14;18.7;18.8;18.1;0;73.8;666;
1734795017;21.12.2024;15:30:17;18.7;18.8;18.1;0;76;644;
1734795920;21.12.2024;15:45:20;18.7;18.8;18.1;0;76;684;
1734796823;21.12.2024;16:00:23;18.7;18.8;18.1;0;73.8;716;
1734797726;21.12.2024;16:15:26;18.7;18.8;18.1;0;76;727;
