#!SbcSavedTrendFile;Version_4;Html5Runtime_V3.0;
#!SBC trends log file generated on: 19.02.2025 15:25:27;
6;
TA_VEST2_RDC	0	5000	255,0,0;
TA_SP5P_2_RDC R	0	5000	0,64,0;
TA_SP10P_2_RDC	0	5000	0,0,128;
TA_LAB_TOPO_RDC	0	5000	128,0,128;
CO_LAB_TOPO_RDC R	0	5000	255,255,0;
DBS_LAB_TOPO_RDC	0	5000	255,128,128;

#!(s);Date;Time;TA_VEST2_RDC;TA_SP5P_2_RDC R;TA_SP10P_2_RDC;TA_LAB_TOPO_RDC;CO_LAB_TOPO_RDC R;DBS_LAB_TOPO_RDC;
1730420101;01.11.2024;00:15:01;20.1;19.8;19.2;0;76;677;
1730421004;01.11.2024;00:30:04;20.1;19.8;19.2;0;76;666;
1730421907;01.11.2024;00:45:07;20.1;19.8;19.2;0;73.8;749;
1730422810;01.11.2024;01:00:10;20.1;19.8;19.2;0;76;684;
1730423713;01.11.2024;01:15:13;20.1;19.8;19.2;0;71.6;644;
1730424616;01.11.2024;01:30:16;20.1;19.8;19.2;0;71.6;684;
1730425520;01.11.2024;01:45:20;20.1;19.7;19.2;0;73.8;666;
1730426423;01.11.2024;02:00:23;20.1;19.8;19.2;0;76;623;
1730427326;01.11.2024;02:15:26;20.1;19.7;19.2;0;76;695;
1730428229;01.11.2024;02:30:29;20.1;19.7;19.2;0;76;716;
1730429132;01.11.2024;02:45:32;20.1;19.7;19.2;0;73.8;655;
1730430035;01.11.2024;03:00:35;20.1;19.7;19.2;0;76;677;
1730430938;01.11.2024;03:15:38;20.1;19.7;19.2;0;80.6;634;
1730431842;01.11.2024;03:30:42;20.1;19.8;19.2;0;76;655;
1730432745;01.11.2024;03:45:45;20.1;19.8;19.3;0;76;612;
1730433648;01.11.2024;04:00:48;20.1;19.9;19.4;0;78.5;655;
1730434551;01.11.2024;04:15:51;20.1;19.9;19.4;0;76;695;
1730435454;01.11.2024;04:30:54;20.1;19.9;19.5;0;78.5;562;
1730436357;01.11.2024;04:45:57;20.1;19.9;19.4;0;76;655;
1730437260;01.11.2024;05:01:00;20.1;19.9;19.4;0;76;695;
1730438164;01.11.2024;05:16:04;20.1;19.8;19.4;0;76;583;
1730439067;01.11.2024;05:31:07;20.1;19.8;19.3;0;76;634;
1730439970;01.11.2024;05:46:10;20.1;19.8;19.3;0;76;706;
1730440873;01.11.2024;06:01:13;20.1;19.8;19.3;0;76;666;
1730441776;01.11.2024;06:16:16;20.1;19.8;19.3;0;76;695;
1730442679;01.11.2024;06:31:19;20.1;19.8;19.3;0;76;583;
1730443582;01.11.2024;06:46:22;20.1;19.8;19.3;0;76;623;
1730444485;01.11.2024;07:01:25;20.1;19.8;19.3;0;76;612;
1730445389;01.11.2024;07:16:29;20.1;19.7;19.3;0;76;666;
1730446292;01.11.2024;07:31:32;20.1;19.7;19.3;0;76;706;
1730447195;01.11.2024;07:46:35;20.1;19.8;19.3;0;76;695;
1730448098;01.11.2024;08:01:38;20;19.7;19.2;0;76;695;
1730449001;01.11.2024;08:16:41;20;19.8;19.3;0;76;634;
1730449904;01.11.2024;08:31:44;20;19.8;19.3;0;76;634;
1730450807;01.11.2024;08:46:47;20;19.8;19.4;0;76;655;
1730451711;01.11.2024;09:01:51;20;19.8;19.3;0;76;655;
1730452614;01.11.2024;09:16:54;20;19.8;19.3;0;76;551;
1730453517;01.11.2024;09:31:57;20;19.8;19.3;0;76;666;
1730454420;01.11.2024;09:47:00;20;19.8;19.3;0;76;677;
1730455323;01.11.2024;10:02:03;20;19.8;19.3;0;76;612;
1730456226;01.11.2024;10:17:06;20;19.8;19.3;0;76;655;
1730457129;01.11.2024;10:32:09;20;19.8;19.3;0;76;666;
1730458032;01.11.2024;10:47:12;20;19.8;19.3;0;76;644;
1730458935;01.11.2024;11:02:15;20;19.8;19.3;0;76;695;
1730459839;01.11.2024;11:17:19;20;19.8;19.3;0;78.5;655;
1730460742;01.11.2024;11:32:22;20;19.7;19.3;0;78.5;601;
1730461645;01.11.2024;11:47:25;20;19.7;19.3;0;78.5;594;
1730462548;01.11.2024;12:02:28;20;19.7;19.3;0;78.5;634;
1730463451;01.11.2024;12:17:31;20;19.7;19.3;0;76;677;
1730464354;01.11.2024;12:32:34;20;19.7;19.3;0;78.5;684;
1730465257;01.11.2024;12:47:37;20;19.8;19.3;0;76;666;
1730466160;01.11.2024;13:02:40;20;19.7;19.3;0;76;644;
1730467064;01.11.2024;13:17:44;20;19.7;19.3;0;78.5;540;
1730467967;01.11.2024;13:32:47;20;19.7;19.2;0;76;612;
1730468870;01.11.2024;13:47:50;20;19.7;19.3;0;76;634;
1730469773;01.11.2024;14:02:53;20;19.7;19.2;0;76;684;
1730470676;01.11.2024;14:17:56;20;19.7;19.2;0;76;716;
1730471579;01.11.2024;14:32:59;20;19.7;19.3;0;78.5;677;
1730472482;01.11.2024;14:48:02;20;19.7;19.3;0;78.5;634;
1730473386;01.11.2024;15:03:06;20;19.7;19.3;0;78.5;655;
1730474289;01.11.2024;15:18:09;20;19.7;19.3;0;78.5;684;
1730475192;01.11.2024;15:33:12;20;19.7;19.3;0;78.5;644;
1730476095;01.11.2024;15:48:15;20;19.7;19.3;0;78.5;572;
1730476998;01.11.2024;16:03:18;20;19.7;19.3;0;78.5;666;
1730477901;01.11.2024;16:18:21;20;19.7;19.3;0;78.5;677;
1730478805;01.11.2024;16:33:25;20;19.7;19.3;0;78.5;594;
1730479708;01.11.2024;16:48:28;20;19.7;19.3;0;78.5;677;
1730480611;01.11.2024;17:03:31;20;19.7;19.3;0;76;684;
1730481514;01.11.2024;17:18:34;20;19.7;19.3;0;76;594;
1730482417;01.11.2024;17:33:37;20;19.7;19.2;0;73.8;738;
1730483320;01.11.2024;17:48:40;20;19.7;19.2;0;76;706;
1730484224;01.11.2024;18:03:44;20;19.7;19.2;0;73.8;655;
1730485127;01.11.2024;18:18:47;20;19.7;19.2;0;73.8;655;
1730486030;01.11.2024;18:33:50;20;19.6;19.2;0;73.8;634;
1730486933;01.11.2024;18:48:53;20;19.6;19.2;0;73.8;594;
1730487836;01.11.2024;19:03:56;20;19.6;19.1;0;71.6;634;
1730488740;01.11.2024;19:19:00;20;19.6;19.1;0;73.8;684;
1730489643;01.11.2024;19:34:03;19.9;19.6;19.1;0;73.8;716;
1730490546;01.11.2024;19:49:06;20;19.6;19.1;0;76;677;
1730491449;01.11.2024;20:04:09;19.9;19.6;19.1;0;73.8;666;
1730492352;01.11.2024;20:19:12;19.9;19.5;19.1;0;73.8;644;
1730493255;01.11.2024;20:34:15;19.9;19.5;19.1;0;71.6;666;
1730494158;01.11.2024;20:49:18;19.9;19.5;19;0;73.8;623;
1730495062;01.11.2024;21:04:22;19.9;19.5;19.1;0;73.8;677;
1730495965;01.11.2024;21:19:25;19.9;19.5;19;0;73.8;655;
1730496868;01.11.2024;21:34:28;19.9;19.5;19;0;73.8;706;
1730497771;01.11.2024;21:49:31;19.9;19.5;19;0;73.8;583;
1730498674;01.11.2024;22:04:34;19.9;19.5;19;0;73.8;684;
1730499578;01.11.2024;22:19:38;19.9;19.5;19;0;71.6;684;
1730500481;01.11.2024;22:34:41;19.9;19.5;19;0;71.6;695;
1730501384;01.11.2024;22:49:44;19.9;19.5;19;0;73.8;716;
1730502287;01.11.2024;23:04:47;19.9;19.5;19;0;73.8;706;
1730503190;01.11.2024;23:19:50;19.9;19.5;19;0;73.8;677;
1730504093;01.11.2024;23:34:53;19.9;19.4;18.9;0;73.8;655;
1730504996;01.11.2024;23:49:56;19.9;19.4;19;0;73.8;655;
1730505900;02.11.2024;00:05:00;19.8;19.4;18.9;0;73.8;684;
1730506803;02.11.2024;00:20:03;19.8;19.4;18.9;0;73.8;583;
1730507706;02.11.2024;00:35:06;19.8;19.4;19;0;73.8;684;
1730508609;02.11.2024;00:50:09;19.8;19.4;18.9;0;73.8;644;
1730509512;02.11.2024;01:05:12;19.8;19.4;18.9;0;71.6;677;
1730510415;02.11.2024;01:20:15;19.8;19.4;18.9;0;73.8;562;
1730511318;02.11.2024;01:35:18;19.8;19.4;18.9;0;73.8;655;
1730512222;02.11.2024;01:50:22;19.8;19.4;18.9;0;73.8;695;
1730513125;02.11.2024;02:05:25;19.8;19.4;18.9;0;73.8;572;
1730514028;02.11.2024;02:20:28;19.8;19.4;18.9;0;73.8;666;
1730514931;02.11.2024;02:35:31;19.8;19.3;18.9;0;76;666;
1730515834;02.11.2024;02:50:34;19.8;19.4;18.8;0;73.8;666;
1730516737;02.11.2024;03:05:37;19.8;19.3;18.9;0;76;655;
1730517641;02.11.2024;03:20:41;19.8;19.3;18.8;0;78.5;666;
1730518544;02.11.2024;03:35:44;19.7;19.3;18.8;0;76;677;
1730519447;02.11.2024;03:50:47;19.8;19.3;18.8;0;73.8;677;
1730520350;02.11.2024;04:05:50;19.7;19.3;18.9;0;73.8;666;
1730521253;02.11.2024;04:20:53;19.7;19.3;18.8;0;76;634;
1730522156;02.11.2024;04:35:56;19.7;19.3;18.8;0;76;666;
1730523060;02.11.2024;04:51:00;19.7;19.3;18.8;0;76;684;
1730523963;02.11.2024;05:06:03;19.7;19.3;18.8;0;76;738;
1730524866;02.11.2024;05:21:06;19.7;19.3;18.8;0;76;655;
1730525769;02.11.2024;05:36:09;19.7;19.2;18.8;0;73.8;572;
1730526672;02.11.2024;05:51:12;19.7;19.3;18.8;0;76;695;
1730527575;02.11.2024;06:06:15;19.7;19.3;18.8;0;73.8;706;
1730528478;02.11.2024;06:21:18;19.7;19.3;18.8;0;76;727;
1730529381;02.11.2024;06:36:21;19.7;19.2;18.8;0;76;601;
1730530285;02.11.2024;06:51:25;19.7;19.2;18.8;0;76;684;
1730531188;02.11.2024;07:06:28;19.7;19.2;18.7;0;76;716;
1730532091;02.11.2024;07:21:31;19.7;19.2;18.7;0;76;644;
1730532994;02.11.2024;07:36:34;19.7;19.2;18.7;0;76;655;
1730533897;02.11.2024;07:51:37;19.7;19.2;18.8;0;76;684;
1730534800;02.11.2024;08:06:40;19.7;19.2;18.7;0;73.8;695;
1730535704;02.11.2024;08:21:44;19.7;19.2;18.7;0;73.8;706;
1730536607;02.11.2024;08:36:47;19.6;19.2;18.7;0;76;684;
1730537510;02.11.2024;08:51:50;19.6;19.2;18.7;0;73.8;695;
1730538413;02.11.2024;09:06:53;19.6;19.2;18.7;0;73.8;666;
1730539316;02.11.2024;09:21:56;19.6;19.1;18.7;0;73.8;695;
1730540219;02.11.2024;09:36:59;19.6;19.1;18.7;0;76;684;
1730541122;02.11.2024;09:52:02;19.6;19.2;18.7;0;73.8;727;
1730542025;02.11.2024;10:07:05;19.6;19.1;18.7;0;76;706;
1730542929;02.11.2024;10:22:09;19.6;19.1;18.7;0;76;706;
1730543832;02.11.2024;10:37:12;19.6;19.1;18.7;0;76;666;
1730544735;02.11.2024;10:52:15;19.6;19.1;18.7;0;76;706;
1730545638;02.11.2024;11:07:18;19.6;19.1;18.7;0;73.8;634;
1730546541;02.11.2024;11:22:21;19.6;19.1;18.7;0;73.8;644;
1730547444;02.11.2024;11:37:24;19.6;19.1;18.7;0;76;655;
1730548348;02.11.2024;11:52:28;19.6;19.1;18.7;0;76;634;
1730549251;02.11.2024;12:07:31;19.6;19.1;18.7;0;76;612;
1730550154;02.11.2024;12:22:34;19.6;19.2;18.7;0;78.5;655;
1730551057;02.11.2024;12:37:37;19.6;19.2;18.7;0;78.5;655;
1730551960;02.11.2024;12:52:40;19.6;19.2;18.7;0;78.5;706;
1730552863;02.11.2024;13:07:43;19.6;19.2;18.7;0;78.5;594;
1730553766;02.11.2024;13:22:46;19.6;19.2;18.8;0;78.5;684;
1730554670;02.11.2024;13:37:50;19.6;19.2;18.7;0;80.6;601;
1730555573;02.11.2024;13:52:53;19.6;19.2;18.7;0;78.5;634;
1730556476;02.11.2024;14:07:56;19.6;19.2;18.8;0;78.5;655;
1730557379;02.11.2024;14:22:59;19.6;19.2;18.8;0;76;666;
1730558282;02.11.2024;14:38:02;19.6;19.1;18.8;0;76;695;
1730559185;02.11.2024;14:53:05;19.6;19.2;18.8;0;78.5;677;
1730560089;02.11.2024;15:08:09;19.6;19.1;18.7;0;78.5;727;
1730560992;02.11.2024;15:23:12;19.6;19.2;18.7;0;78.5;716;
1730561895;02.11.2024;15:38:15;19.6;19.2;18.8;0;78.5;695;
1730562798;02.11.2024;15:53:18;19.6;19.2;18.8;0;76;684;
1730563701;02.11.2024;16:08:21;19.6;19.2;18.7;0;78.5;666;
1730564604;02.11.2024;16:23:24;19.6;19.1;18.7;0;76;695;
1730565507;02.11.2024;16:38:27;19.6;19.1;18.7;0;76;655;
1730566410;02.11.2024;16:53:30;19.6;19.1;18.7;0;76;623;
1730567314;02.11.2024;17:08:34;19.6;19.1;18.7;0;76;644;
1730568217;02.11.2024;17:23:37;19.6;19.1;18.7;0;76;666;
1730569120;02.11.2024;17:38:40;19.5;19.1;18.7;0;76;677;
1730570023;02.11.2024;17:53:43;19.5;19.1;18.7;0;76;677;
1730570926;02.11.2024;18:08:46;19.5;19.1;18.7;0;76;716;
1730571829;02.11.2024;18:23:49;19.5;19.1;18.7;0;76;634;
1730572733;02.11.2024;18:38:53;19.5;19.1;18.7;0;76;677;
1730573636;02.11.2024;18:53:56;19.5;19.1;18.7;0;76;677;
1730574539;02.11.2024;19:08:59;19.5;19.1;18.7;0;76;677;
1730575442;02.11.2024;19:24:02;19.5;19;18.7;0;73.8;684;
1730576345;02.11.2024;19:39:05;19.5;19;18.6;0;76;706;
1730577248;02.11.2024;19:54:08;19.5;19;18.6;0;73.8;684;
1730578151;02.11.2024;20:09:11;19.5;19;18.6;0;76;655;
1730579055;02.11.2024;20:24:15;19.5;19;18.6;0;76;727;
1730579958;02.11.2024;20:39:18;19.5;19;18.6;0;76;666;
1730580861;02.11.2024;20:54:21;19.5;19;18.6;0;73.8;684;
1730581764;02.11.2024;21:09:24;19.5;19;18.6;0;73.8;684;
1730582667;02.11.2024;21:24:27;19.5;19;18.6;0;76;684;
1730583570;02.11.2024;21:39:30;19.5;19;18.6;0;73.8;677;
1730584474;02.11.2024;21:54:34;19.5;19;18.5;0;73.8;695;
1730585377;02.11.2024;22:09:37;19.5;19;18.6;0;73.8;677;
1730586280;02.11.2024;22:24:40;19.5;19;18.5;0;73.8;634;
1730587183;02.11.2024;22:39:43;19.5;19;18.5;0;73.8;677;
1730588086;02.11.2024;22:54:46;19.4;19;18.5;0;73.8;677;
1730588989;02.11.2024;23:09:49;19.4;19;18.5;0;73.8;612;
1730589892;02.11.2024;23:24:52;19.4;19;18.6;0;76;655;
1730590795;02.11.2024;23:39:55;19.4;19;18.5;0;73.8;684;
1730591699;02.11.2024;23:54:59;19.4;18.9;18.5;0;76;677;
1730592602;03.11.2024;00:10:02;19.4;19;18.5;0;73.8;677;
1730593505;03.11.2024;00:25:05;19.4;19;18.5;0;71.6;684;
1730594408;03.11.2024;00:40:08;19.4;19;18.5;0;71.6;655;
1730595311;03.11.2024;00:55:11;19.4;18.9;18.5;0;71.6;738;
1730596214;03.11.2024;01:10:14;19.4;18.9;18.5;0;73.8;666;
1730597118;03.11.2024;01:25:18;19.4;18.9;18.5;0;73.8;666;
1730598021;03.11.2024;01:40:21;19.4;18.9;18.5;0;73.8;706;
1730598924;03.11.2024;01:55:24;19.4;18.9;18.5;0;73.8;666;
1730599827;03.11.2024;02:10:27;19.4;18.9;18.5;0;73.8;655;
1730600730;03.11.2024;02:25:30;19.4;18.9;18.5;0;73.8;655;
1730601634;03.11.2024;02:40:34;19.4;18.9;18.5;0;73.8;644;
1730602537;03.11.2024;02:55:37;19.4;18.9;18.5;0;73.8;716;
1730603440;03.11.2024;03:10:40;19.4;18.9;18.4;0;73.8;655;
1730604343;03.11.2024;03:25:43;19.4;18.9;18.4;0;71.6;706;
1730605246;03.11.2024;03:40:46;19.4;18.9;18.5;0;71.6;677;
1730606149;03.11.2024;03:55:49;19.4;18.9;18.5;0;71.6;594;
1730607053;03.11.2024;04:10:53;19.4;18.9;18.5;0;73.8;612;
1730607956;03.11.2024;04:25:56;19.4;18.9;18.4;0;71.6;666;
1730608859;03.11.2024;04:40:59;19.4;18.8;18.5;0;73.8;727;
1730609762;03.11.2024;04:56:02;19.4;18.8;18.5;0;73.8;677;
1730610665;03.11.2024;05:11:05;19.4;18.8;18.4;0;73.8;677;
1730611568;03.11.2024;05:26:08;19.4;18.8;18.4;0;73.8;695;
1730612471;03.11.2024;05:41:11;19.3;18.8;18.4;0;73.8;529;
1730613374;03.11.2024;05:56:14;19.3;18.8;18.4;0;73.8;716;
1730614278;03.11.2024;06:11:18;19.3;18.8;18.4;0;76;727;
1730615181;03.11.2024;06:26:21;19.3;18.8;18.4;0;73.8;677;
1730616084;03.11.2024;06:41:24;19.3;18.8;18.4;0;76;706;
1730616987;03.11.2024;06:56:27;19.3;18.8;18.4;0;76;634;
1730617890;03.11.2024;07:11:30;19.3;18.8;18.4;0;76;695;
1730618793;03.11.2024;07:26:33;19.3;18.8;18.4;0;73.8;684;
1730619696;03.11.2024;07:41:36;19.3;18.8;18.4;0;76;623;
1730620599;03.11.2024;07:56:39;19.3;18.8;18.4;0;73.8;612;
1730621502;03.11.2024;08:11:42;19.3;18.8;18.4;0;73.8;677;
1730622406;03.11.2024;08:26:46;19.3;18.8;18.4;0;71.6;666;
1730623309;03.11.2024;08:41:49;19.3;18.8;18.4;0;73.8;572;
1730624212;03.11.2024;08:56:52;19.3;18.8;18.3;0;73.8;655;
1730625115;03.11.2024;09:11:55;19.3;18.8;18.4;0;73.8;706;
1730626018;03.11.2024;09:26:58;19.3;18.8;18.4;0;73.8;644;
1730626922;03.11.2024;09:42:02;19.3;18.8;18.4;0;73.8;706;
1730627825;03.11.2024;09:57:05;19.3;18.8;18.4;0;73.8;655;
1730628728;03.11.2024;10:12:08;19.3;18.8;18.4;0;71.6;684;
1730629631;03.11.2024;10:27:11;19.3;18.8;18.4;0;73.8;623;
1730630534;03.11.2024;10:42:14;19.3;18.8;18.4;0;73.8;684;
1730631437;03.11.2024;10:57:17;19.3;18.7;18.4;0;73.8;695;
1730632340;03.11.2024;11:12:20;19.3;18.8;18.4;0;76;695;
1730633244;03.11.2024;11:27:24;19.3;18.8;18.4;0;73.8;666;
1730634147;03.11.2024;11:42:27;19.2;18.8;18.4;0;73.8;677;
1730635050;03.11.2024;11:57:30;19.3;18.8;18.4;0;73.8;695;
1730635953;03.11.2024;12:12:33;19.2;18.8;18.4;0;73.8;684;
1730636856;03.11.2024;12:27:36;19.3;18.8;18.4;0;73.8;695;
1730637759;03.11.2024;12:42:39;19.3;18.8;18.4;0;76;677;
1730638663;03.11.2024;12:57:43;19.2;18.8;18.4;0;76;677;
1730639566;03.11.2024;13:12:46;19.3;18.8;18.4;0;76;684;
1730640469;03.11.2024;13:27:49;19.2;18.8;18.4;0;73.8;666;
1730641372;03.11.2024;13:42:52;19.2;18.8;18.4;0;76;644;
1730642275;03.11.2024;13:57:55;19.3;18.8;18.5;0;76;666;
1730643178;03.11.2024;14:12:58;19.3;18.8;18.4;0;76;716;
1730644082;03.11.2024;14:28:02;19.3;18.8;18.4;0;76;655;
1730644985;03.11.2024;14:43:05;19.3;18.8;18.4;0;78.5;677;
1730645888;03.11.2024;14:58:08;19.2;18.8;18.5;0;78.5;655;
1730646791;03.11.2024;15:13:11;19.3;18.8;18.5;0;78.5;655;
1730647694;03.11.2024;15:28:14;19.3;18.8;18.5;0;78.5;634;
1730648597;03.11.2024;15:43:17;19.2;18.8;18.5;0;76;583;
1730649500;03.11.2024;15:58:20;19.3;18.8;18.5;0;78.5;666;
1730650404;03.11.2024;16:13:24;19.3;18.8;18.5;0;76;695;
1730651307;03.11.2024;16:28:27;19.3;18.8;18.5;0;73.8;677;
1730652210;03.11.2024;16:43:30;19.3;18.8;18.5;0;76;655;
1730653113;03.11.2024;16:58:33;19.3;18.8;18.4;0;73.8;677;
1730654016;03.11.2024;17:13:36;19.3;18.8;18.4;0;76;655;
1730654919;03.11.2024;17:28:39;19.3;18.8;18.4;0;76;666;
1730655823;03.11.2024;17:43:43;19.3;18.8;18.4;0;73.8;695;
1730656726;03.11.2024;17:58:46;19.3;18.8;18.4;0;76;695;
1730657629;03.11.2024;18:13:49;19.2;18.8;18.4;0;78.5;677;
1730658532;03.11.2024;18:28:52;19.2;18.8;18.4;0;76;623;
1730659435;03.11.2024;18:43:55;19.3;18.7;18.4;0;73.8;738;
1730660338;03.11.2024;18:58:58;19.2;18.7;18.3;0;73.8;644;
1730661242;03.11.2024;19:14:02;19.2;18.7;18.3;0;73.8;760;
1730662145;03.11.2024;19:29:05;19.2;18.7;18.4;0;73.8;677;
1730663048;03.11.2024;19:44:08;19.2;18.7;18.3;0;76;540;
1730663951;03.11.2024;19:59:11;19.2;18.7;18.3;0;73.8;684;
1730664854;03.11.2024;20:14:14;19.2;18.7;18.3;0;76;716;
1730665757;03.11.2024;20:29:17;19.2;18.7;18.3;0;73.8;695;
1730666660;03.11.2024;20:44:20;19.2;18.7;18.3;0;73.8;677;
1730667564;03.11.2024;20:59:24;19.2;18.6;18.3;0;76;684;
1730668467;03.11.2024;21:14:27;19.2;18.6;18.3;0;76;666;
1730669370;03.11.2024;21:29:30;19.2;18.6;18.3;0;76;623;
1730670273;03.11.2024;21:44:33;19.2;18.6;18.2;0;71.6;677;
1730671176;03.11.2024;21:59:36;19.2;18.6;18.2;0;73.8;706;
1730672079;03.11.2024;22:14:39;19.2;18.6;18.2;0;71.6;666;
1730672983;03.11.2024;22:29:43;19.1;18.6;18.2;0;73.8;695;
1730673886;03.11.2024;22:44:46;19.1;18.6;18.2;0;73.8;684;
1730674789;03.11.2024;22:59:49;19.1;18.6;18.2;0;73.8;655;
1730675692;03.11.2024;23:14:52;19.1;18.6;18.1;0;73.8;677;
1730676595;03.11.2024;23:29:55;19.1;18.6;18.1;0;73.8;634;
1730677498;03.11.2024;23:44:58;19.1;18.6;18.1;0;73.8;684;
1730678402;04.11.2024;00:00:02;19.1;18.6;18.1;0;73.8;666;
1730679305;04.11.2024;00:15:05;19.1;18.5;18.1;0;73.8;695;
1730680208;04.11.2024;00:30:08;19.1;18.5;18.1;0;73.8;666;
1730681111;04.11.2024;00:45:11;19.1;18.5;18.1;0;71.6;655;
1730682014;04.11.2024;01:00:14;19.1;18.5;18.1;0;78.5;623;
1730682917;04.11.2024;01:15:17;19;18.5;18.1;0;78.5;677;
1730683821;04.11.2024;01:30:21;19.1;18.5;18;0;76;644;
1730684724;04.11.2024;01:45:24;19;18.5;18;0;76;695;
1730685627;04.11.2024;02:00:27;19;18.5;18;0;76;666;
1730686530;04.11.2024;02:15:30;19;18.5;18;0;76;716;
1730687433;04.11.2024;02:30:33;19;18.5;18;0;76;677;
1730688336;04.11.2024;02:45:36;19;18.5;18;0;76;684;
1730689239;04.11.2024;03:00:39;19;18.4;18;0;76;684;
1730690142;04.11.2024;03:15:42;19.1;18.5;18;0;78.5;666;
1730691046;04.11.2024;03:30:46;19.1;18.6;18.1;0;76;684;
1730691949;04.11.2024;03:45:49;19.1;18.6;18.2;0;76;644;
1730692852;04.11.2024;04:00:52;19.2;18.7;18.2;0;78.5;634;
1730693755;04.11.2024;04:15:55;19.1;18.7;18.3;0;76;666;
1730694658;04.11.2024;04:30:58;19.1;18.7;18.3;0;76;666;
1730695561;04.11.2024;04:46:01;19.1;18.8;18.4;0;76;695;
1730696464;04.11.2024;05:01:04;19.1;18.8;18.4;0;76;666;
1730697368;04.11.2024;05:16:08;19.1;18.8;18.4;0;76;684;
1730698271;04.11.2024;05:31:11;19.1;18.8;18.5;0;76;684;
1730699174;04.11.2024;05:46:14;19.1;18.9;18.5;0;76;623;
1730700077;04.11.2024;06:01:17;19.1;18.9;18.5;0;76;749;
1730700980;04.11.2024;06:16:20;19.1;18.9;18.5;0;76;677;
1730701883;04.11.2024;06:31:23;19.1;18.9;18.6;0;76;666;
1730702787;04.11.2024;06:46:27;19.1;18.9;18.5;0;76;655;
1730703690;04.11.2024;07:01:30;19.1;18.9;18.6;0;76;666;
1730704593;04.11.2024;07:16:33;19.1;19;18.6;0;76;716;
1730705496;04.11.2024;07:31:36;19.1;19;18.6;0;76;623;
1730706399;04.11.2024;07:46:39;19.1;19;18.6;0;76;684;
1730707302;04.11.2024;08:01:42;19.1;19.1;18.6;0;76;684;
1730708206;04.11.2024;08:16:46;19.1;19.2;18.6;0;76;572;
1730709109;04.11.2024;08:31:49;19.1;19.2;18.6;0;76;666;
1730710012;04.11.2024;08:46:52;19.1;19.2;18.6;0;78.5;644;
1730710915;04.11.2024;09:01:55;19.2;19.3;18.8;0;78.5;644;
1730711818;04.11.2024;09:16:58;19.2;19.3;18.9;0;78.5;706;
1730712721;04.11.2024;09:32:01;19.2;19.4;18.8;0;78.5;655;
1730713625;04.11.2024;09:47:05;19.1;19.4;18.8;0;78.5;760;
1730714528;04.11.2024;10:02:08;19.2;19.4;18.8;0;78.5;695;
1730715431;04.11.2024;10:17:11;19.2;19.6;18.9;0;78.5;655;
1730716334;04.11.2024;10:32:14;19.2;20;19.3;0;76;695;
1730717237;04.11.2024;10:47:17;19.2;20.4;19.9;0;78.5;677;
1730718140;04.11.2024;11:02:20;19.2;20.6;20.1;0;76;644;
1730719043;04.11.2024;11:17:23;19.3;20.8;20.2;0;78.5;634;
1730719947;04.11.2024;11:32:27;19.3;20.9;20.4;0;78.5;634;
1730720850;04.11.2024;11:47:30;19.3;21;20.4;0;78.5;677;
1730721753;04.11.2024;12:02:33;19.3;21.1;20.6;0;78.5;508;
1730722656;04.11.2024;12:17:36;19.4;21;20.2;0;78.5;666;
1730723559;04.11.2024;12:32:39;19.4;21.4;20.8;0;78.5;655;
1730724462;04.11.2024;12:47:42;19.4;21.2;21;0;78.5;634;
1730725365;04.11.2024;13:02:45;19.4;21.1;21.1;0;76;634;
1730726269;04.11.2024;13:17:49;19.5;20.9;20.5;0;78.5;623;
1730727172;04.11.2024;13:32:52;19.5;20.8;20.4;0;76;601;
1730728075;04.11.2024;13:47:55;19.5;21;20.3;0;76;677;
1730728978;04.11.2024;14:02:58;19.5;21.4;20.2;0;76;684;
1730729881;04.11.2024;14:18:01;19.5;21;20.2;0;76;706;
1730730784;04.11.2024;14:33:04;19.5;20.8;20.2;0;76;634;
1730731687;04.11.2024;14:48:07;19.5;20.8;20.3;0;76;644;
1730732590;04.11.2024;15:03:10;19.5;20.8;20.7;0;76;677;
1730733494;04.11.2024;15:18:14;19.5;20.9;20.7;0;76;684;
1730734397;04.11.2024;15:33:17;19.6;21.2;20.6;0;76;695;
1730735300;04.11.2024;15:48:20;19.6;21.3;20.5;0;76;634;
1730736203;04.11.2024;16:03:23;19.6;21.4;20.3;0;76;695;
1730737106;04.11.2024;16:18:26;19.6;21.2;20.3;0;76;634;
1730738009;04.11.2024;16:33:29;19.6;21.3;20.3;0;73.8;623;
1730738912;04.11.2024;16:48:32;19.6;21;20.3;0;76;644;
1730739815;04.11.2024;17:03:35;19.6;20.9;20.3;0;76;684;
1730740719;04.11.2024;17:18:39;19.6;20.8;20.2;0;76;655;
1730741622;04.11.2024;17:33:42;19.6;20.8;20.2;0;76;634;
1730742525;04.11.2024;17:48:45;19.6;21.1;19.8;0;76;677;
1730743428;04.11.2024;18:03:48;19.6;20.7;19.7;0;78.5;666;
1730744331;04.11.2024;18:18:51;19.6;20.6;19.6;0;76;695;
1730745234;04.11.2024;18:33:54;19.6;20.8;19.5;0;76;666;
1730746138;04.11.2024;18:48:58;19.6;20.8;19.5;0;76;634;
1730747041;04.11.2024;19:04:01;19.6;20.6;19.4;0;73.8;655;
1730747944;04.11.2024;19:19:04;19.6;20.5;19.3;0;73.8;706;
