#!SbcSavedTrendFile;Version_4;Html5Runtime_V3.0;
#!SBC trends log file generated on: 19.02.2025 15:26:42;
8;
TA_SC3_ET1	0	5000	255,0,0;
CO_SC3_ET1	0	5000	0,64,0;
DBS_SC3_ET1	0	5000	0,0,128;
DBE_SC3_ET1	0	5000	128,0,128;
TA_SC4_ET1	0	5000	255,255,0;
CO_SC4_ET1	0	5000	255,128,128;
DBS_SC4_ET1	0	5000	0,255,0;
DBE_SC4_ET1	0	5000	0,0,255;

#!(s);Date;Time;TA_SC3_ET1;CO_SC3_ET1;DBS_SC3_ET1;DBE_SC3_ET1;TA_SC4_ET1;CO_SC4_ET1;DBS_SC4_ET1;DBE_SC4_ET1;
1730738912;04.11.2024;16:48:32;21.2;0;893;742;23.8;415;925;760;
1730739815;04.11.2024;17:03:35;21.1;0;958;709;23.5;407;727;774;
1730740719;04.11.2024;17:18:39;20.9;0;824;709;23.4;415;760;958;
1730741622;04.11.2024;17:33:42;20.7;0;824;626;23.2;407;644;742;
1730742525;04.11.2024;17:48:45;20.6;0;893;576;22.7;415;824;774;
1730743428;04.11.2024;18:03:48;20.4;0;893;148;22.2;423;742;774;
1730744331;04.11.2024;18:18:51;20.5;0;925;824;21.7;596;792;893;
1730745234;04.11.2024;18:33:54;20.6;0;907;659;22.3;431;677;529;
1730746138;04.11.2024;18:48:58;20.4;0;893;612;22.1;431;774;940;
1730747041;04.11.2024;19:04:01;20.2;0;893;792;21.9;431;875;792;
1730747944;04.11.2024;19:19:04;20.1;0;1055;576;21.6;415;695;677;
1730748847;04.11.2024;19:34:07;20.1;0;990;824;21.4;407;792;792;
1730749750;04.11.2024;19:49:10;19.9;0;972;594;21.2;407;842;760;
1730750653;04.11.2024;20:04:13;19.8;0;893;497;20.3;478;727;709;
1730751556;04.11.2024;20:19:16;19.2;0;1022;727;20;470;562;626;
1730752459;04.11.2024;20:34:19;18.5;0;875;446;19.9;431;709;709;
1730753362;04.11.2024;20:49:22;18.4;0;907;792;20.1;392;742;810;
1730754266;04.11.2024;21:04:26;18.3;0;972;364;19.9;384;810;695;
1730755169;04.11.2024;21:19:29;18.2;0;893;760;19.9;384;760;824;
1730756072;04.11.2024;21:34:32;18.2;0;857;792;19.8;384;893;677;
1730756975;04.11.2024;21:49:35;18.2;0;972;727;19.6;384;742;644;
1730757878;04.11.2024;22:04:38;18.2;0;857;709;19.5;384;695;958;
1730758781;04.11.2024;22:19:41;18.1;0;925;677;19.5;376;479;940;
1730759685;04.11.2024;22:34:45;18.1;0;810;893;19.4;384;612;842;
1730760588;04.11.2024;22:49:48;18.1;0;875;677;19.4;376;709;677;
1730761491;04.11.2024;23:04:51;18;0;907;810;19.3;384;842;972;
1730762394;04.11.2024;23:19:54;18;0;925;727;19.3;384;792;842;
1730763297;04.11.2024;23:34:57;18;0;940;774;19.2;376;842;990;
1730764200;04.11.2024;23:50:00;18;0;925;727;19.2;376;727;940;
1730765103;05.11.2024;00:05:03;17.9;0;893;727;19.2;376;792;972;
1730766007;05.11.2024;00:20:07;17.8;0;958;742;19.2;376;742;727;
1730766910;05.11.2024;00:35:10;17.8;0;958;774;19.2;376;742;907;
1730767813;05.11.2024;00:50:13;17.8;0;842;695;19.2;384;774;842;
1730768716;05.11.2024;01:05:16;17.8;0;940;677;19;384;792;695;
1730769619;05.11.2024;01:20:19;17.8;0;576;511;19.1;384;774;958;
1730770522;05.11.2024;01:35:22;17.7;0;940;709;19.1;392;727;857;
1730771425;05.11.2024;01:50:25;17.7;0;925;824;19;392;760;842;
1730772329;05.11.2024;02:05:29;17.6;0;875;925;19;400;760;925;
1730773232;05.11.2024;02:20:32;17.7;0;958;925;18.9;400;727;774;
1730774135;05.11.2024;02:35:35;17.7;0;875;842;18.9;400;727;940;
1730775038;05.11.2024;02:50:38;17.5;0;893;742;18.8;407;774;760;
1730775941;05.11.2024;03:05:41;17.7;0;907;644;18.9;407;644;940;
1730776844;05.11.2024;03:20:44;17.6;0;875;824;18.8;407;857;875;
1730777747;05.11.2024;03:35:47;17.5;0;940;760;18.7;407;792;958;
1730778650;05.11.2024;03:50:50;17.5;0;842;742;18.9;407;644;626;
1730779554;05.11.2024;04:05:54;17.5;0;907;742;18.8;400;760;824;
1730780457;05.11.2024;04:20:57;17.5;0;925;760;18.7;407;824;1008;
1730781360;05.11.2024;04:36:00;17.5;0;940;709;18.8;407;659;1008;
1730782263;05.11.2024;04:51:03;17.3;0;824;842;18.7;400;727;940;
1730783166;05.11.2024;05:06:06;17.5;0;857;774;18.7;400;792;1008;
1730784069;05.11.2024;05:21:09;17.3;0;875;774;18.5;407;842;857;
1730784972;05.11.2024;05:36:12;17.3;0;857;842;18.7;400;644;1022;
1730785875;05.11.2024;05:51:15;17.3;0;824;576;18.7;400;709;875;
1730786779;05.11.2024;06:06:19;17.3;0;875;824;18.7;392;760;958;
1730787682;05.11.2024;06:21:22;17.8;0;925;677;18.9;392;842;792;
1730788585;05.11.2024;06:36:25;17.9;0;1008;760;18.8;392;792;940;
1730789488;05.11.2024;06:51:28;17.9;0;958;677;18.8;392;810;792;
1730790391;05.11.2024;07:06:31;17.8;0;925;562;18.8;392;742;709;
1730791295;05.11.2024;07:21:35;17.8;0;857;695;18.7;400;857;774;
1730792198;05.11.2024;07:36:38;17.6;0;972;695;18.6;400;824;774;
1730793101;05.11.2024;07:51:41;18.1;0;940;677;18.3;400;842;562;
1730794004;05.11.2024;08:06:44;18.2;0;810;626;19.1;384;709;760;
1730794907;05.11.2024;08:21:47;18.8;0;925;461;18.9;415;875;644;
1730795810;05.11.2024;08:36:50;19.1;0;925;562;18.9;462;774;742;
1730796714;05.11.2024;08:51:54;19.3;0;940;677;19;509;857;842;
1730797617;05.11.2024;09:06:57;19.4;0;990;461;19;541;810;842;
1730798520;05.11.2024;09:22:00;19.7;0;1008;677;19.1;580;727;774;
1730799423;05.11.2024;09:37:03;20.6;0;940;644;18.8;502;857;230;
1730800326;05.11.2024;09:52:06;20.4;0;972;378;19.3;517;857;857;
1730801229;05.11.2024;10:07:09;20;0;925;364;19.2;596;824;428;
1730802133;05.11.2024;10:22:13;19.4;0;1008;875;18.5;619;824;824;
1730803036;05.11.2024;10:37:16;22.2;0;695;990;17.2;431;659;594;
1730803939;05.11.2024;10:52:19;23.2;0;958;1008;16.8;415;824;824;
1730804842;05.11.2024;11:07:22;23.6;0;972;907;17.1;415;792;842;
1730805745;05.11.2024;11:22:25;22.3;0;940;677;19.6;431;857;562;
1730806648;05.11.2024;11:37:28;21.6;0;990;742;20.2;423;659;824;
1730807552;05.11.2024;11:52:32;21.4;0;1022;677;20.2;423;792;824;
1730808455;05.11.2024;12:07:35;21.5;0;990;774;20.5;431;742;644;
1730809358;05.11.2024;12:22:38;22.1;0;907;677;20.9;415;727;940;
1730810261;05.11.2024;12:37:41;22.3;0;958;709;21.3;407;774;792;
1730811164;05.11.2024;12:52:44;22.5;0;875;626;21.7;415;727;972;
1730812067;05.11.2024;13:07:47;22.8;0;857;727;21.9;415;907;576;
1730812971;05.11.2024;13:22:51;22.8;0;774;562;21.7;400;857;810;
1730813874;05.11.2024;13:37:54;22.9;0;958;331;22;384;810;972;
1730814777;05.11.2024;13:52:57;23;0;958;248;22;376;824;875;
1730815680;05.11.2024;14:08:00;22.9;0;875;544;22;376;842;742;
1730816583;05.11.2024;14:23:03;22.8;0;958;742;21.9;376;742;497;
1730817486;05.11.2024;14:38:06;22.7;0;907;695;22.1;392;727;396;
1730818389;05.11.2024;14:53:09;22.7;0;958;576;22;384;824;727;
1730819293;05.11.2024;15:08:13;22.7;0;774;760;21.9;384;774;774;
1730820196;05.11.2024;15:23:16;22.7;0;958;644;21.7;392;857;925;
1730821099;05.11.2024;15:38:19;22.6;0;958;695;23;400;709;925;
1730822002;05.11.2024;15:53:22;22.4;0;842;760;21.8;439;875;529;
1730822905;05.11.2024;16:08:25;22.3;0;925;263;23;407;810;626;
1730823808;05.11.2024;16:23:28;22.2;0;940;626;23.2;407;677;659;
1730824712;05.11.2024;16:38:32;21.9;0;842;857;23.1;407;760;824;
1730825615;05.11.2024;16:53:35;21.6;0;907;378;23;407;742;479;
1730826518;05.11.2024;17:08:38;21.4;0;709;497;22.8;407;612;925;
1730827421;05.11.2024;17:23:41;21.2;0;893;396;21.2;423;810;742;
1730828324;05.11.2024;17:38:44;21;0;925;562;20.9;423;774;562;
1730829227;05.11.2024;17:53:47;20.9;0;810;626;20.6;431;857;810;
1730830130;05.11.2024;18:08:50;20.8;0;760;810;20.5;439;727;644;
1730831034;05.11.2024;18:23:54;20.7;0;940;644;20.5;431;727;893;
1730831937;05.11.2024;18:38:57;20.7;0;972;857;20.2;447;594;544;
1730832840;05.11.2024;18:54:00;20.5;0;857;166;20.2;447;810;875;
1730833743;05.11.2024;19:09:03;20.4;0;940;594;20.3;423;659;824;
1730834646;05.11.2024;19:24:06;20.3;0;1040;695;20.3;423;774;709;
1730835549;05.11.2024;19:39:09;20.2;0;940;378;20.2;431;727;378;
1730836452;05.11.2024;19:54:12;19.5;0;972;594;20.2;439;824;760;
1730837356;05.11.2024;20:09:16;18.3;0;875;875;19.8;439;760;727;
1730838259;05.11.2024;20:24:19;18.2;0;875;792;19.7;423;792;842;
1730839162;05.11.2024;20:39:22;18.2;0;792;594;19.7;431;824;810;
1730840065;05.11.2024;20:54:25;18.1;0;875;544;19.6;431;695;180;
1730840968;05.11.2024;21:09:28;18.1;0;907;709;19.5;431;907;907;
1730841872;05.11.2024;21:24:32;18.1;0;1008;626;19.5;431;842;875;
1730842775;05.11.2024;21:39:35;18.1;0;893;576;19.5;423;760;940;
1730843678;05.11.2024;21:54:38;18.1;0;925;331;19.5;431;760;958;
1730844581;05.11.2024;22:09:41;18;0;774;792;19.5;431;760;893;
1730845484;05.11.2024;22:24:44;18;0;958;695;19.5;439;760;792;
1730846388;05.11.2024;22:39:48;18;0;990;396;19.4;439;626;792;
1730847291;05.11.2024;22:54:51;17.9;0;893;810;19.6;439;792;727;
1730848194;05.11.2024;23:09:54;17.9;0;857;774;19.3;447;659;857;
1730849097;05.11.2024;23:24:57;17.9;0;875;479;19.4;455;497;893;
1730850000;05.11.2024;23:40:00;17.8;0;907;612;19.3;447;760;940;
1730850903;05.11.2024;23:55:03;17.8;0;857;461;19.4;447;810;544;
1730851806;06.11.2024;00:10:06;17.8;0;742;760;19.4;455;677;742;
1730852709;06.11.2024;00:25:09;17.8;0;925;760;19.3;462;727;875;
1730853613;06.11.2024;00:40:13;17.7;0;990;644;19.4;462;810;626;
1730854516;06.11.2024;00:55:16;17.8;0;875;576;19.4;462;893;594;
1730855419;06.11.2024;01:10:19;17.8;0;958;709;19.3;455;774;792;
1730856322;06.11.2024;01:25:22;17.7;0;958;562;19.4;447;857;824;
1730857225;06.11.2024;01:40:25;17.7;0;925;727;19.3;431;774;792;
1730858128;06.11.2024;01:55:28;17.7;0;958;727;19.3;423;727;792;
1730859031;06.11.2024;02:10:31;17.7;0;544;857;19.2;415;907;857;
1730859934;06.11.2024;02:25:34;17.5;0;857;428;19.2;415;842;893;
1730860838;06.11.2024;02:40:38;17.7;0;958;364;19.1;415;742;824;
1730861741;06.11.2024;02:55:41;17.6;0;1022;727;19.2;407;907;396;
1730862644;06.11.2024;03:10:44;17.6;0;958;774;19.2;407;562;875;
1730863547;06.11.2024;03:25:47;17.7;0;760;479;19.3;415;742;760;
1730864450;06.11.2024;03:40:50;17.7;0;907;709;19.4;415;824;760;
1730865353;06.11.2024;03:55:53;17.7;0;907;774;19.4;407;857;576;
1730866257;06.11.2024;04:10:57;17.8;0;893;594;19.4;407;709;727;
1730867160;06.11.2024;04:26:00;17.8;0;875;742;19.4;415;774;893;
1730868063;06.11.2024;04:41:03;17.8;0;958;774;19.3;407;810;990;
1730868966;06.11.2024;04:56:06;17.8;0;940;612;19.3;407;760;940;
1730869869;06.11.2024;05:11:09;17.8;0;990;792;19.4;407;742;742;
1730870773;06.11.2024;05:26:13;17.7;0;907;644;19.4;400;810;907;
1730871676;06.11.2024;05:41:16;17.8;0;940;626;19.3;407;824;875;
1730872579;06.11.2024;05:56:19;17.8;0;875;529;19.4;407;842;774;
1730873482;06.11.2024;06:11:22;17.8;0;958;709;19.4;415;659;428;
1730874385;06.11.2024;06:26:25;17.8;0;792;659;19.4;407;824;742;
1730875289;06.11.2024;06:41:29;17.8;0;1040;727;19.4;407;760;742;
1730876192;06.11.2024;06:56:32;17.8;0;958;562;19.5;407;727;824;
1730877095;06.11.2024;07:11:35;17.8;0;990;727;19.5;415;857;925;
1730877998;06.11.2024;07:26:38;17.8;0;907;792;19.4;415;659;529;
1730878901;06.11.2024;07:41:41;17.8;0;1055;709;19.3;455;774;1055;
1730879804;06.11.2024;07:56:44;19.2;0;972;695;19.5;423;810;760;
1730880708;06.11.2024;08:11:48;19.4;0;907;612;19.8;415;760;893;
1730881611;06.11.2024;08:26:51;19.5;0;875;709;19.9;415;792;842;
1730882514;06.11.2024;08:41:54;19.6;0;925;562;19.8;415;824;824;
1730883417;06.11.2024;08:56:57;19.6;0;940;544;19.9;407;760;972;
1730884320;06.11.2024;09:12:00;19.7;0;972;626;19.9;407;727;760;
1730885223;06.11.2024;09:27:03;19.7;0;857;562;19.9;415;774;446;
1730886126;06.11.2024;09:42:06;19.5;0;972;544;20;415;810;742;
1730887030;06.11.2024;09:57:10;19.7;0;893;695;19.9;415;760;742;
1730887933;06.11.2024;10:12:13;19.7;0;893;644;19.9;407;774;875;
1730888836;06.11.2024;10:27:16;19.8;0;824;576;19.9;407;727;774;
1730889739;06.11.2024;10:42:19;19.7;0;824;644;20.1;407;824;1008;
1730890642;06.11.2024;10:57:22;19.7;0;907;709;19.8;407;842;760;
1730891545;06.11.2024;11:12:25;20.2;0;925;695;19.5;470;940;1040;
1730892448;06.11.2024;11:27:28;20.4;0;972;576;19.5;541;792;792;
1730893352;06.11.2024;11:42:32;20.7;0;925;709;19.7;572;742;907;
1730894255;06.11.2024;11:57:35;20.9;0;925;644;19.8;627;612;893;
1730895158;06.11.2024;12:12:38;20.9;0;875;594;19.9;658;727;695;
1730896061;06.11.2024;12:27:41;21;0;958;677;20;690;792;972;
1730896964;06.11.2024;12:42:44;21;0;958;824;20.1;705;727;659;
1730897867;06.11.2024;12:57:47;21.1;0;857;659;20.1;713;792;925;
1730898770;06.11.2024;13:12:50;21.1;0;1008;396;20.2;721;774;760;
1730899674;06.11.2024;13:27:54;20.9;0;810;695;20.2;705;875;511;
1730900577;06.11.2024;13:42:57;21;0;875;612;20;525;774;893;
1730901480;06.11.2024;13:58:00;20.7;0;907;709;20.4;651;810;709;
1730902383;06.11.2024;14:13:03;20.9;0;824;760;20.3;627;742;709;
1730903286;06.11.2024;14:28:06;21.1;0;925;612;20.4;643;875;727;
1730904189;06.11.2024;14:43:09;21.2;0;925;824;20.5;658;810;842;
1730905093;06.11.2024;14:58:13;21.4;0;857;709;20.6;666;760;857;
1730905996;06.11.2024;15:13:16;21.6;0;760;742;20.7;674;810;810;
1730906899;06.11.2024;15:28:19;21.7;0;893;760;20.8;682;695;792;
1730907802;06.11.2024;15:43:22;21.7;0;893;529;20.7;682;677;695;
1730908705;06.11.2024;15:58:25;21.7;0;842;594;20.8;682;774;446;
1730909608;06.11.2024;16:13:28;22.2;0;940;760;19.8;525;774;1008;
1730910511;06.11.2024;16:28:31;21.2;0;893;695;19.8;407;709;875;
1730911415;06.11.2024;16:43:35;20.9;0;972;774;19.7;407;727;824;
1730912318;06.11.2024;16:58:38;20.7;0;907;893;19.7;400;857;792;
1730913221;06.11.2024;17:13:41;20.6;0;990;659;19.9;400;810;709;
1730914124;06.11.2024;17:28:44;20.5;0;907;248;19.9;400;810;742;
1730915027;06.11.2024;17:43:47;20.3;0;958;742;20;400;792;576;
1730915930;06.11.2024;17:58:50;20.3;0;972;659;20.1;392;760;677;
1730916834;06.11.2024;18:13:54;20.2;0;857;313;20;400;644;893;
1730917737;06.11.2024;18:28:57;20.2;0;626;774;20.1;392;727;972;
1730918640;06.11.2024;18:44:00;20.1;0;792;824;20.1;392;792;842;
1730919543;06.11.2024;18:59:03;20;0;940;677;19.9;392;695;479;
1730920446;06.11.2024;19:14:06;18.7;0;925;792;20.3;431;774;824;
1730921349;06.11.2024;19:29:09;18.6;0;972;810;19.9;415;907;626;
1730922252;06.11.2024;19:44:12;18.6;0;958;544;19.7;407;742;612;
1730923155;06.11.2024;19:59:15;18.4;0;925;346;20;400;709;695;
1730924058;06.11.2024;20:14:18;18.2;0;958;810;20;400;742;677;
1730924962;06.11.2024;20:29:22;18.2;0;990;576;19.9;392;709;497;
1730925865;06.11.2024;20:44:25;18.2;0;925;479;19.8;392;760;644;
1730926768;06.11.2024;20:59:28;18.2;0;990;677;19.8;400;742;857;
1730927671;06.11.2024;21:14:31;18.2;0;972;446;19.8;400;774;824;
1730928574;06.11.2024;21:29:34;18.2;0;925;695;19.7;392;792;907;
1730929477;06.11.2024;21:44:37;18.2;0;990;677;19.7;400;842;626;
1730930380;06.11.2024;21:59:40;18.2;0;940;709;19.7;392;810;742;
1730931283;06.11.2024;22:14:43;18.2;0;875;760;19.6;392;792;842;
1730932186;06.11.2024;22:29:46;18.1;0;857;644;19.6;392;742;774;
1730933090;06.11.2024;22:44:50;18.1;0;727;626;19.5;392;774;842;
1730933993;06.11.2024;22:59:53;18.1;0;842;792;19.5;400;727;792;
1730934896;06.11.2024;23:14:56;18.1;0;875;792;19.6;392;842;990;
1730935799;06.11.2024;23:29:59;18.1;0;1022;626;19.5;392;709;792;
1730936702;06.11.2024;23:45:02;17.8;0;958;612;19.3;392;774;562;
1730937605;07.11.2024;00:00:05;17.7;0;907;612;19.5;400;824;695;
1730938509;07.11.2024;00:15:09;17.6;0;875;810;20.2;392;774;842;
1730939412;07.11.2024;00:30:12;17.5;0;824;428;20.2;392;875;875;
1730940315;07.11.2024;00:45:15;17.5;0;907;659;20.2;392;709;857;
1730941218;07.11.2024;01:00:18;17.5;0;824;594;20.2;392;709;842;
1730942121;07.11.2024;01:15:21;17.3;0;1008;727;20.2;392;792;810;
1730943024;07.11.2024;01:30:24;17.5;0;857;810;20.2;392;709;925;
1730943927;07.11.2024;01:45:27;17.5;0;972;346;20.2;400;742;925;
1730944831;07.11.2024;02:00:31;17.5;0;940;709;20.2;400;810;461;
1730945734;07.11.2024;02:15:34;17.3;0;857;774;20.2;392;626;774;
1730946637;07.11.2024;02:30:37;17.5;0;810;594;20.2;392;940;925;
1730947540;07.11.2024;02:45:40;17.5;0;940;810;20.2;392;774;810;
1730948443;07.11.2024;03:00:43;17.5;0;907;907;20.2;392;742;810;
1730949347;07.11.2024;03:15:47;17.5;0;925;792;20.2;400;760;893;
1730950250;07.11.2024;03:30:50;17.5;0;907;659;20.2;392;824;972;
1730951153;07.11.2024;03:45:53;17.6;0;925;576;20.2;400;742;810;
1730952056;07.11.2024;04:00:56;17.6;0;907;774;20.2;400;774;346;
1730952959;07.11.2024;04:15:59;17.6;0;893;810;20.3;392;810;544;
1730953862;07.11.2024;04:31:02;17.6;0;893;230;20.2;392;626;810;
1730954765;07.11.2024;04:46:05;17.6;0;907;760;20.2;392;760;810;
1730955669;07.11.2024;05:01:09;17.7;0;893;709;20.4;392;792;626;
1730956572;07.11.2024;05:16:12;17.7;0;1022;810;20.1;392;824;925;
1730957475;07.11.2024;05:31:15;17.7;0;875;727;19.5;376;824;230;
1730958378;07.11.2024;05:46:18;17.8;0;893;727;19.3;376;810;925;
1730959281;07.11.2024;06:01:21;17.8;0;893;529;19.2;384;742;972;
1730960184;07.11.2024;06:16:24;17.8;0;972;742;19.4;376;857;875;
1730961087;07.11.2024;06:31:27;18.1;0;940;115;19.2;376;774;875;
1730961990;07.11.2024;06:46:30;18.1;0;893;576;19.1;376;842;659;
1730962894;07.11.2024;07:01:34;18;0;940;396;19.2;384;824;810;
1730963797;07.11.2024;07:16:37;18;0;907;742;19.2;392;810;248;
1730964700;07.11.2024;07:31:40;18.1;0;875;644;19.2;392;824;875;
1730965603;07.11.2024;07:46:43;18.1;0;875;695;19.2;400;810;925;
1730966506;07.11.2024;08:01:46;19.2;0;774;742;19.5;407;760;940;
1730967410;07.11.2024;08:16:50;19.4;0;907;497;20.1;439;709;396;
1730968313;07.11.2024;08:31:53;19.4;0;907;677;20.6;392;857;742;
1730969216;07.11.2024;08:46:56;19.4;0;875;760;20.5;392;810;792;
1730970119;07.11.2024;09:01:59;19.5;0;842;760;20.7;407;857;562;
1730971022;07.11.2024;09:17:02;19.5;0;893;774;21;455;774;907;
1730971925;07.11.2024;09:32:05;19.6;0;842;461;21.2;415;792;198;
1730972828;07.11.2024;09:47:08;19.5;0;958;709;21.3;447;875;875;
1730973732;07.11.2024;10:02:12;19.5;0;907;346;21.3;431;810;562;
1730974635;07.11.2024;10:17:15;19.6;0;925;529;21.6;415;774;677;
1730975538;07.11.2024;10:32:18;19.5;0;875;727;21.6;439;857;760;
1730976441;07.11.2024;10:47:21;19.6;0;907;479;20.8;533;810;479;
1730977344;07.11.2024;11:02:24;19.6;0;972;299;21;502;742;760;
1730978247;07.11.2024;11:17:27;19.5;0;940;414;21.1;447;893;1008;
1730979151;07.11.2024;11:32:31;19.5;0;972;810;21.3;502;857;875;
1730980054;07.11.2024;11:47:34;19.5;0;875;446;21.2;580;760;677;
1730980957;07.11.2024;12:02:37;19.4;0;907;727;21.4;517;810;824;
1730981860;07.11.2024;12:17:40;19.6;0;907;313;21.5;470;774;990;
1730982763;07.11.2024;12:32:43;19.5;0;925;644;21.7;415;774;907;
1730983666;07.11.2024;12:47:46;19.6;0;940;677;21.2;572;792;544;
1730984570;07.11.2024;13:02:50;19.6;0;940;792;21.5;486;824;529;
1730985473;07.11.2024;13:17:53;19.5;0;907;644;20.9;525;792;644;
1730986376;07.11.2024;13:32:56;19.5;0;925;576;20.7;447;774;857;
1730987279;07.11.2024;13:47:59;19.5;0;940;792;20.7;415;644;824;
1730988182;07.11.2024;14:03:02;19.4;0;972;727;21;415;810;727;
1730989085;07.11.2024;14:18:05;19.5;0;857;83;20.6;407;774;695;
1730989989;07.11.2024;14:33:09;19.4;0;1008;511;20.2;423;659;893;
1730990892;07.11.2024;14:48:12;19.5;0;972;644;20.2;455;810;677;
1730991795;07.11.2024;15:03:15;19.8;0;842;281;20.2;478;810;875;
1730992698;07.11.2024;15:18:18;19.9;0;842;544;20.2;494;824;644;
1730993601;07.11.2024;15:33:21;20.7;0;972;760;20.2;431;842;893;
1730994504;07.11.2024;15:48:24;21;0;940;461;20.5;415;774;695;
1730995407;07.11.2024;16:03:27;20.3;0;925;594;20.8;462;677;925;
1730996311;07.11.2024;16:18:31;20.9;0;893;709;20.5;423;810;907;
1730997214;07.11.2024;16:33:34;21.2;0;907;529;20.6;415;842;562;
1730998117;07.11.2024;16:48:37;21.1;0;907;842;20.5;415;792;497;
1730999020;07.11.2024;17:03:40;21.1;0;1008;695;20.6;392;824;875;
1730999923;07.11.2024;17:18:43;20.9;0;940;497;20.3;392;742;166;
1731000826;07.11.2024;17:33:46;20.6;0;742;810;20.2;384;695;842;
1731001730;07.11.2024;17:48:50;20.4;0;1022;562;20.2;384;810;792;
1731002633;07.11.2024;18:03:53;20.2;0;893;695;20.2;392;810;727;
1731003536;07.11.2024;18:18:56;20.2;0;958;727;20.2;392;760;626;
1731004439;07.11.2024;18:33:59;20;0;925;792;20.1;392;677;479;
1731005342;07.11.2024;18:49:02;19.8;0;925;940;19.9;400;677;907;
1731006245;07.11.2024;19:04:05;19.6;0;875;695;19.6;400;857;990;
1731007148;07.11.2024;19:19:08;19.5;0;842;576;19.7;400;727;677;
1731008052;07.11.2024;19:34:12;19.5;0;907;810;19.7;400;824;857;
1731008955;07.11.2024;19:49:15;19.3;0;875;792;19.3;400;842;742;
1731009858;07.11.2024;20:04:18;19.2;0;925;446;19.4;400;612;925;
1731010761;07.11.2024;20:19:21;19.3;0;875;626;19.5;400;774;842;
1731011664;07.11.2024;20:34:24;19.2;0;990;774;19.4;392;875;479;
1731012567;07.11.2024;20:49:27;19.2;0;925;461;19.3;392;760;792;
1731013471;07.11.2024;21:04:31;19.2;0;875;594;19.5;392;742;792;
1731014374;07.11.2024;21:19:34;17.8;0;907;727;19.2;376;792;842;
1731015277;07.11.2024;21:34:37;17.3;0;907;428;19.1;384;760;709;
1731016180;07.11.2024;21:49:40;17.2;0;925;824;19.2;392;792;907;
1731017083;07.11.2024;22:04:43;17.2;0;893;659;19.2;384;742;925;
1731017987;07.11.2024;22:19:47;17.2;0;875;742;19.2;384;875;774;
1731018890;07.11.2024;22:34:50;17.2;0;893;695;19.1;384;709;940;
1731019793;07.11.2024;22:49:53;17.1;0;925;824;19.2;376;612;594;
1731020696;07.11.2024;23:04:56;17.2;0;774;774;19.2;376;792;792;
1731021599;07.11.2024;23:19:59;17.1;0;958;626;19.2;376;760;857;
1731022502;07.11.2024;23:35:02;17.2;0;940;562;19.2;376;810;774;
1731023406;07.11.2024;23:50:06;17.1;0;857;810;19.1;376;644;907;
1731024309;08.11.2024;00:05:09;17.1;0;940;810;19.1;376;760;842;
1731025212;08.11.2024;00:20:12;17.1;0;958;446;19.1;376;695;677;
1731026115;08.11.2024;00:35:15;17.1;0;958;299;19.2;376;760;972;
1731027018;08.11.2024;00:50:18;17.1;0;875;644;19.2;376;612;842;
1731027921;08.11.2024;01:05:21;17.1;0;742;626;19.1;376;940;875;
1731028824;08.11.2024;01:20:24;17.1;0;893;774;19.1;376;742;842;
1731029728;08.11.2024;01:35:28;17.1;0;972;709;19.1;376;792;742;
1731030631;08.11.2024;01:50:31;17;0;893;659;19.1;376;544;677;
1731031534;08.11.2024;02:05:34;17.1;0;1008;857;19.1;376;760;626;
1731032437;08.11.2024;02:20:37;17.1;0;925;940;19.2;376;742;893;
1731033340;08.11.2024;02:35:40;17;0;893;893;19.2;376;792;857;
1731034244;08.11.2024;02:50:44;17;0;940;842;19.2;376;695;792;
1731035147;08.11.2024;03:05:47;17;0;972;576;19.2;376;810;893;
1731036050;08.11.2024;03:20:50;17.1;0;907;742;19.1;376;774;659;
1731036953;08.11.2024;03:35:53;17.1;0;1008;511;19.2;376;810;907;
1731037856;08.11.2024;03:50:56;17.1;0;875;760;19.1;376;695;875;
1731038759;08.11.2024;04:05:59;17;0;925;774;19.2;376;774;313;
1731039663;08.11.2024;04:21:03;17.1;0;925;626;19.1;376;695;626;
1731040566;08.11.2024;04:36:06;17.1;0;875;695;19.1;376;742;810;
1731041469;08.11.2024;04:51:09;17.1;0;857;709;19.2;376;727;695;
1731042372;08.11.2024;05:06:12;17.1;0;940;626;19.2;376;842;760;
1731043275;08.11.2024;05:21:15;17.1;0;958;742;19.1;376;774;990;
1731044178;08.11.2024;05:36:18;17.1;0;907;479;19.2;376;695;446;
1731045081;08.11.2024;05:51:21;17.1;0;742;594;19.3;376;742;428;
1731045984;08.11.2024;06:06:24;18.2;0;990;792;19.5;368;760;940;
1731046887;08.11.2024;06:21:27;18.9;0;972;644;19.7;376;727;824;
1731047791;08.11.2024;06:36:31;19;0;893;659;19.8;376;659;893;
