#!SbcSavedTrendFile;Version_4;Html5Runtime_V3.0;
#!SBC trends log file generated on: 19.02.2025 15:34:18;
6;
Cpt_Admin	-20	1000000000	255,0,0;
Cpt_CTA	-20	1000000000	0,64,0;
Cpt_Autres Poles	-20	1000000000	0,0,128;
remplissage ef	-20	1000000000	128,0,128;
puisage ef	-20	1000000000	255,255,0;
general ef	-20	1000000000	255,128,128;

#!(s);Date;Time;Cpt_Admin;Cpt_CTA;Cpt_Autres Poles;remplissage ef;puisage ef;general ef;
1730420053;01.11.2024;00:14:13;110.577;193.124;284.386;289.1;9.1;769.1;
1730420954;01.11.2024;00:29:14;110.578;193.126;284.391;289.1;9.1;769.1;
1730421854;01.11.2024;00:44:14;110.579;193.128;284.396;289.1;9.1;769.1;
1730422754;01.11.2024;00:59:14;110.581;193.13;284.4;289.1;9.1;769.1;
1730423655;01.11.2024;01:14:15;110.582;193.132;284.405;289.1;9.1;769.1;
1730424555;01.11.2024;01:29:15;110.583;193.134;284.409;289.1;9.1;769.1;
1730425455;01.11.2024;01:44:15;110.584;193.136;284.414;289.1;9.1;769.1;
1730426356;01.11.2024;01:59:16;110.585;193.138;284.419;289.1;9.1;769.1;
1730427256;01.11.2024;02:14:16;110.586;193.141;284.424;289.1;9.1;769.1;
1730428156;01.11.2024;02:29:16;110.588;193.143;284.428;289.1;9.1;769.1;
1730429056;01.11.2024;02:44:16;110.589;193.145;284.433;289.1;9.1;769.1;
1730429957;01.11.2024;02:59:17;110.59;193.146;284.437;289.1;9.1;769.1;
1730430857;01.11.2024;03:14:17;110.599;193.148;284.45;289.1;9.1;769.1;
1730431757;01.11.2024;03:29:17;110.604;193.151;284.465;289.1;9.1;769.1;
1730432658;01.11.2024;03:44:18;110.608;193.154;284.474;289.1;9.1;769.1;
1730433558;01.11.2024;03:59:18;110.611;193.157;284.482;289.1;9.1;769.1;
1730434458;01.11.2024;04:14:18;110.614;193.16;284.49;289.1;9.1;769.1;
1730435359;01.11.2024;04:29:19;110.616;193.164;284.497;289.1;9.1;769.1;
1730436259;01.11.2024;04:44:19;110.619;193.167;284.503;289.1;9.1;769.1;
1730437159;01.11.2024;04:59:19;110.622;193.17;284.51;289.1;9.1;769.1;
1730438060;01.11.2024;05:14:20;110.626;193.179;284.522;289.1;9.1;769.1;
1730438960;01.11.2024;05:29:20;110.631;193.187;284.535;289.1;9.1;769.1;
1730439860;01.11.2024;05:44:20;110.634;193.191;284.545;289.1;9.1;769.1;
1730440761;01.11.2024;05:59:21;110.637;193.194;284.553;289.1;9.1;769.1;
1730441661;01.11.2024;06:14:21;110.638;193.197;284.56;289.1;9.1;769.1;
1730442561;01.11.2024;06:29:21;110.64;193.201;284.568;289.1;9.1;769.1;
1730443461;01.11.2024;06:44:21;110.641;193.205;284.576;289.1;9.1;769.1;
1730444362;01.11.2024;06:59:22;110.643;193.209;284.584;289.1;9.1;769.1;
1730445262;01.11.2024;07:14:22;110.645;193.212;284.591;289.1;9.1;769.1;
1730446162;01.11.2024;07:29:22;110.646;193.216;284.599;289.1;9.1;769.1;
1730447063;01.11.2024;07:44:23;110.648;193.22;284.607;289.1;9.1;769.1;
1730447963;01.11.2024;07:59:23;110.65;193.224;284.616;289.1;9.1;769.1;
1730448863;01.11.2024;08:14:23;110.652;193.228;284.627;289.1;9.1;769.1;
1730449764;01.11.2024;08:29:24;110.654;193.231;284.636;289.1;9.1;769.1;
1730450664;01.11.2024;08:44:24;110.656;193.235;284.643;289.1;9.1;769.1;
1730451564;01.11.2024;08:59:24;110.659;193.239;284.65;289.1;9.1;769.1;
1730452465;01.11.2024;09:14:25;110.662;193.242;284.658;289.1;9.1;769.1;
1730453365;01.11.2024;09:29:25;110.665;193.246;284.666;289.1;9.1;769.1;
1730454265;01.11.2024;09:44:25;110.667;193.25;284.674;289.1;9.1;769.1;
1730455165;01.11.2024;09:59:25;110.669;193.253;284.681;289.1;9.1;769.1;
1730456066;01.11.2024;10:14:26;110.671;193.257;284.688;289.1;9.1;769.1;
1730456966;01.11.2024;10:29:26;110.673;193.261;284.696;289.1;9.1;769.1;
1730457866;01.11.2024;10:44:26;110.675;193.264;284.704;289.1;9.1;769.1;
1730458767;01.11.2024;10:59:27;110.676;193.268;284.711;289.1;9.1;769.1;
1730459667;01.11.2024;11:14:27;110.678;193.272;284.719;289.1;9.1;769.1;
1730460567;01.11.2024;11:29:27;110.679;193.276;284.727;289.1;9.1;769.1;
1730461468;01.11.2024;11:44:28;110.681;193.279;284.734;289.1;9.1;769.1;
1730462368;01.11.2024;11:59:28;110.682;193.283;284.741;289.1;9.1;769.1;
1730463268;01.11.2024;12:14:28;110.684;193.286;284.748;289.1;9.1;769.1;
1730464169;01.11.2024;12:29:29;110.685;193.289;284.755;289.1;9.1;769.1;
1730465069;01.11.2024;12:44:29;110.686;193.293;284.762;289.1;9.1;769.1;
1730465969;01.11.2024;12:59:29;110.688;193.296;284.77;289.1;9.1;769.1;
1730466869;01.11.2024;13:14:29;110.689;193.3;284.777;289.1;9.1;769.1;
1730467770;01.11.2024;13:29:30;110.69;193.303;284.784;289.1;9.1;769.1;
1730468670;01.11.2024;13:44:30;110.692;193.307;284.79;289.1;9.1;769.1;
1730469570;01.11.2024;13:59:30;110.694;193.31;284.796;289.1;9.1;769.1;
1730470471;01.11.2024;14:14:31;110.696;193.313;284.802;289.1;9.1;769.1;
1730471371;01.11.2024;14:29:31;110.697;193.317;284.808;289.1;9.1;769.1;
1730472271;01.11.2024;14:44:31;110.7;193.32;284.814;289.1;9.1;769.1;
1730473172;01.11.2024;14:59:32;110.702;193.324;284.819;289.1;9.1;769.1;
1730474072;01.11.2024;15:14:32;110.703;193.327;284.825;289.1;9.1;769.1;
1730474972;01.11.2024;15:29:32;110.705;193.33;284.83;289.1;9.1;769.1;
1730475872;01.11.2024;15:44:32;110.707;193.334;284.836;289.1;9.1;769.1;
1730476773;01.11.2024;15:59:33;110.709;193.337;284.842;289.1;9.1;769.1;
1730477673;01.11.2024;16:14:33;110.711;193.34;284.848;289.1;9.1;769.1;
1730478573;01.11.2024;16:29:33;110.712;193.343;284.853;289.1;9.1;769.1;
1730479474;01.11.2024;16:44:34;110.714;193.347;284.859;289.1;9.1;769.1;
1730480374;01.11.2024;16:59:34;110.715;193.35;284.865;289.1;9.1;769.1;
1730481274;01.11.2024;17:14:34;110.717;193.354;284.871;289.1;9.1;769.1;
1730482175;01.11.2024;17:29:35;110.72;193.357;284.877;289.1;9.1;769.1;
1730483075;01.11.2024;17:44:35;110.722;193.361;284.883;289.1;9.1;769.1;
1730483975;01.11.2024;17:59:35;110.724;193.365;284.889;289.1;9.1;769.1;
1730484876;01.11.2024;18:14:36;110.726;193.368;284.896;289.1;9.1;769.1;
1730485776;01.11.2024;18:29:36;110.727;193.371;284.904;289.1;9.1;769.1;
1730486676;01.11.2024;18:44:36;110.728;193.375;284.912;289.1;9.1;769.1;
1730487576;01.11.2024;18:59:36;110.73;193.377;284.92;289.1;9.1;769.1;
1730488477;01.11.2024;19:14:37;110.73;193.377;284.922;289.1;9.1;769.1;
1730489377;01.11.2024;19:29:37;110.73;193.377;284.923;289.1;9.1;769.1;
1730490277;01.11.2024;19:44:37;110.73;193.377;284.926;289.1;9.1;769.1;
1730491178;01.11.2024;19:59:38;110.73;193.377;284.931;289.1;9.1;769.1;
1730492078;01.11.2024;20:14:38;110.731;193.377;284.936;289.1;9.1;769.1;
1730492978;01.11.2024;20:29:38;110.732;193.378;284.94;289.1;9.1;769.1;
1730493879;01.11.2024;20:44:39;110.734;193.381;284.945;289.1;9.1;769.1;
1730494779;01.11.2024;20:59:39;110.735;193.385;284.95;289.1;9.1;769.1;
1730495679;01.11.2024;21:14:39;110.736;193.387;284.954;289.1;9.1;769.1;
1730496580;01.11.2024;21:29:40;110.738;193.389;284.959;289.1;9.1;769.1;
1730497480;01.11.2024;21:44:40;110.739;193.391;284.964;289.1;9.1;769.1;
1730498380;01.11.2024;21:59:40;110.74;193.394;284.968;289.1;9.1;769.1;
1730499281;01.11.2024;22:14:41;110.741;193.396;284.973;289.1;9.1;769.1;
1730500181;01.11.2024;22:29:41;110.742;193.398;284.978;289.1;9.1;769.1;
1730501081;01.11.2024;22:44:41;110.743;193.401;284.983;289.1;9.1;769.1;
1730501981;01.11.2024;22:59:41;110.744;193.403;284.987;289.1;9.1;769.1;
1730502882;01.11.2024;23:14:42;110.746;193.405;284.992;289.1;9.1;769.1;
1730503782;01.11.2024;23:29:42;110.747;193.407;284.997;289.1;9.1;769.1;
1730504682;01.11.2024;23:44:42;110.748;193.41;285.002;289.1;9.1;769.1;
1730505583;01.11.2024;23:59:43;110.749;193.413;285.007;289.1;9.1;769.1;
1730506483;02.11.2024;00:14:43;110.75;193.415;285.012;289.1;9.1;769.1;
1730507383;02.11.2024;00:29:43;110.751;193.417;285.016;289.1;9.1;769.1;
1730508284;02.11.2024;00:44:44;110.753;193.418;285.021;289.1;9.1;769.1;
1730509184;02.11.2024;00:59:44;110.754;193.422;285.026;289.1;9.1;769.1;
1730510084;02.11.2024;01:14:44;110.755;193.425;285.031;289.1;9.1;769.1;
1730510985;02.11.2024;01:29:45;110.756;193.426;285.035;289.1;9.1;769.1;
1730511885;02.11.2024;01:44:45;110.757;193.428;285.041;289.1;9.1;769.1;
1730512785;02.11.2024;01:59:45;110.759;193.432;285.046;289.1;9.1;769.1;
1730513685;02.11.2024;02:14:45;110.76;193.434;285.051;289.1;9.1;769.1;
1730514586;02.11.2024;02:29:46;110.761;193.436;285.055;289.1;9.1;769.1;
1730515486;02.11.2024;02:44:46;110.762;193.438;285.06;289.1;9.1;769.1;
1730516386;02.11.2024;02:59:46;110.763;193.44;285.065;289.1;9.1;769.1;
1730517287;02.11.2024;03:14:47;110.765;193.444;285.069;289.1;9.1;769.1;
1730518187;02.11.2024;03:29:47;110.766;193.446;285.074;289.1;9.1;769.1;
1730519087;02.11.2024;03:44:47;110.767;193.448;285.079;289.1;9.1;769.1;
1730519988;02.11.2024;03:59:48;110.768;193.451;285.084;289.1;9.1;769.1;
1730520888;02.11.2024;04:14:48;110.769;193.454;285.089;289.1;9.1;769.1;
1730521788;02.11.2024;04:29:48;110.771;193.456;285.095;289.1;9.1;769.1;
1730522689;02.11.2024;04:44:49;110.772;193.458;285.099;289.1;9.1;769.1;
1730523589;02.11.2024;04:59:49;110.773;193.46;285.104;289.1;9.1;769.1;
1730524489;02.11.2024;05:14:49;110.775;193.469;285.112;289.1;9.1;769.1;
1730525389;02.11.2024;05:29:49;110.778;193.476;285.122;289.1;9.1;769.1;
1730526290;02.11.2024;05:44:50;110.781;193.479;285.129;289.1;9.1;769.1;
1730527190;02.11.2024;05:59:50;110.782;193.48;285.135;289.1;9.1;769.1;
1730528090;02.11.2024;06:14:50;110.784;193.484;285.14;289.1;9.1;769.1;
1730528991;02.11.2024;06:29:51;110.786;193.487;285.146;289.1;9.1;769.1;
1730529891;02.11.2024;06:44:51;110.788;193.49;285.152;289.1;9.1;769.1;
1730530791;02.11.2024;06:59:51;110.79;193.492;285.158;289.1;9.1;769.1;
1730531692;02.11.2024;07:14:52;110.791;193.494;285.164;289.1;9.1;769.1;
1730532592;02.11.2024;07:29:52;110.793;193.499;285.17;289.1;9.1;769.1;
1730533492;02.11.2024;07:44:52;110.794;193.502;285.176;289.1;9.1;769.1;
1730534392;02.11.2024;07:59:52;110.796;193.505;285.183;289.1;9.1;769.1;
1730535293;02.11.2024;08:14:53;110.798;193.507;285.189;289.1;9.1;769.1;
1730536193;02.11.2024;08:29:53;110.799;193.511;285.194;289.1;9.1;769.1;
1730537093;02.11.2024;08:44:53;110.801;193.514;285.2;289.1;9.1;769.1;
1730537994;02.11.2024;08:59:54;110.803;193.516;285.206;289.1;9.1;769.1;
1730538894;02.11.2024;09:14:54;110.804;193.518;285.212;289.1;9.1;769.1;
1730539794;02.11.2024;09:29:54;110.806;193.522;285.218;289.1;9.1;769.1;
1730540695;02.11.2024;09:44:55;110.807;193.526;285.225;289.1;9.1;769.1;
1730541595;02.11.2024;09:59:55;110.809;193.528;285.232;289.1;9.1;769.1;
1730542495;02.11.2024;10:14:55;110.811;193.53;285.237;289.1;9.1;769.1;
1730543396;02.11.2024;10:29:56;110.814;193.534;285.243;289.1;9.1;769.1;
1730544296;02.11.2024;10:44:56;110.815;193.537;285.249;289.1;9.1;769.1;
1730545196;02.11.2024;10:59:56;110.817;193.54;285.256;289.1;9.1;769.1;
1730546096;02.11.2024;11:14:56;110.818;193.542;285.262;289.1;9.1;769.1;
1730546997;02.11.2024;11:29:57;110.82;193.543;285.268;289.1;9.1;769.1;
1730547897;02.11.2024;11:44:57;110.821;193.547;285.273;289.1;9.1;769.1;
1730548797;02.11.2024;11:59:57;110.822;193.55;285.279;289.1;9.1;769.1;
1730549698;02.11.2024;12:14:58;110.824;193.552;285.284;289.1;9.1;769.1;
1730550598;02.11.2024;12:29:58;110.825;193.554;285.29;289.1;9.1;769.1;
1730551498;02.11.2024;12:44:58;110.826;193.556;285.295;289.1;9.1;769.1;
1730552399;02.11.2024;12:59:59;110.828;193.56;285.3;289.1;9.1;769.1;
1730553299;02.11.2024;13:14:59;110.829;193.562;285.306;289.1;9.1;769.1;
1730554199;02.11.2024;13:29:59;110.83;193.564;285.311;289.1;9.1;769.1;
1730555100;02.11.2024;13:45:00;110.832;193.566;285.316;289.1;9.1;769.1;
1730556000;02.11.2024;14:00:00;110.833;193.57;285.322;289.1;9.1;769.1;
1730556900;02.11.2024;14:15:00;110.834;193.572;285.328;289.1;9.1;769.1;
1730557800;02.11.2024;14:30:00;110.836;193.574;285.333;289.1;9.1;769.1;
1730558701;02.11.2024;14:45:01;110.837;193.576;285.339;289.1;9.1;769.1;
1730559601;02.11.2024;15:00:01;110.838;193.579;285.344;289.1;9.1;769.1;
1730560501;02.11.2024;15:15:01;110.84;193.583;285.35;289.1;9.1;769.1;
1730561402;02.11.2024;15:30:02;110.841;193.585;285.356;289.1;9.1;769.1;
1730562302;02.11.2024;15:45:02;110.842;193.587;285.362;289.1;9.1;769.1;
1730563202;02.11.2024;16:00:02;110.844;193.59;285.367;289.1;9.1;769.1;
1730564103;02.11.2024;16:15:03;110.845;193.593;285.373;289.1;9.1;769.1;
1730565003;02.11.2024;16:30:03;110.847;193.595;285.379;289.1;9.1;769.1;
1730565903;02.11.2024;16:45:03;110.848;193.597;285.385;289.1;9.1;769.1;
1730566803;02.11.2024;17:00:03;110.849;193.6;285.392;289.1;9.1;769.1;
1730567704;02.11.2024;17:15:04;110.851;193.603;285.397;289.1;9.1;769.1;
1730568604;02.11.2024;17:30:04;110.852;193.607;285.403;289.1;9.1;769.1;
1730569504;02.11.2024;17:45:04;110.854;193.609;285.408;289.1;9.1;769.1;
1730570405;02.11.2024;18:00:05;110.855;193.611;285.414;289.1;9.1;769.1;
1730571305;02.11.2024;18:15:05;110.856;193.614;285.419;289.1;9.1;769.1;
1730572205;02.11.2024;18:30:05;110.858;193.618;285.425;289.1;9.1;769.1;
1730573106;02.11.2024;18:45:06;110.859;193.62;285.431;289.1;9.1;769.1;
1730574006;02.11.2024;19:00:06;110.861;193.622;285.437;289.1;9.1;769.1;
1730574906;02.11.2024;19:15:06;110.861;193.622;285.439;289.1;9.1;769.1;
1730575807;02.11.2024;19:30:07;110.861;193.622;285.44;289.1;9.1;769.1;
1730576707;02.11.2024;19:45:07;110.861;193.622;285.443;289.1;9.1;769.1;
1730577607;02.11.2024;20:00:07;110.862;193.622;285.448;289.1;9.1;769.1;
1730578508;02.11.2024;20:15:08;110.863;193.623;285.452;289.1;9.1;769.1;
1730579408;02.11.2024;20:30:08;110.864;193.627;285.457;289.1;9.1;769.1;
1730580308;02.11.2024;20:45:08;110.866;193.631;285.462;289.1;9.1;769.1;
1730581208;02.11.2024;21:00:08;110.867;193.633;285.467;289.1;9.1;769.1;
1730582109;02.11.2024;21:15:09;110.868;193.635;285.472;289.1;9.1;769.1;
1730583009;02.11.2024;21:30:09;110.869;193.637;285.477;289.1;9.1;769.1;
1730583909;02.11.2024;21:45:09;110.87;193.641;285.481;289.1;9.1;769.1;
1730584810;02.11.2024;22:00:10;110.871;193.643;285.486;289.1;9.1;769.1;
1730585710;02.11.2024;22:15:10;110.873;193.645;285.491;289.1;9.1;769.1;
1730586610;02.11.2024;22:30:10;110.874;193.647;285.497;289.1;9.1;769.1;
1730587511;02.11.2024;22:45:11;110.875;193.65;285.502;289.1;9.1;769.1;
1730588411;02.11.2024;23:00:11;110.876;193.653;285.507;289.1;9.1;769.1;
1730589311;02.11.2024;23:15:11;110.877;193.655;285.512;289.1;9.1;769.1;
1730590211;02.11.2024;23:30:11;110.879;193.657;285.517;289.1;9.1;769.1;
1730591112;02.11.2024;23:45:12;110.88;193.66;285.522;289.1;9.1;769.1;
1730592012;03.11.2024;00:00:12;110.881;193.663;285.526;289.1;9.1;769.1;
1730592912;03.11.2024;00:15:12;110.882;193.665;285.532;289.1;9.1;769.1;
1730593813;03.11.2024;00:30:13;110.885;193.667;285.537;289.1;9.1;769.1;
1730594713;03.11.2024;00:45:13;110.886;193.67;285.545;289.1;9.1;769.1;
1730595613;03.11.2024;01:00:13;110.888;193.673;285.553;289.1;9.1;769.1;
1730596514;03.11.2024;01:15:14;110.89;193.676;285.558;289.1;9.1;769.1;
1730597414;03.11.2024;01:30:14;110.891;193.678;285.563;289.1;9.1;769.1;
1730598314;03.11.2024;01:45:14;110.892;193.679;285.567;289.1;9.1;769.1;
1730599215;03.11.2024;02:00:15;110.893;193.683;285.572;289.1;9.1;769.1;
1730600115;03.11.2024;02:15:15;110.894;193.686;285.577;289.1;9.1;769.1;
1730601015;03.11.2024;02:30:15;110.896;193.688;285.582;289.1;9.1;769.1;
1730601915;03.11.2024;02:45:15;110.897;193.69;285.587;289.1;9.1;769.1;
1730602816;03.11.2024;03:00:16;110.898;193.694;285.593;289.1;9.1;769.1;
1730603716;03.11.2024;03:15:16;110.899;193.697;285.597;289.1;9.1;769.1;
1730604616;03.11.2024;03:30:16;110.901;193.699;285.602;289.1;9.1;769.1;
1730605517;03.11.2024;03:45:17;110.902;193.701;285.607;289.1;9.1;769.1;
1730606417;03.11.2024;04:00:17;110.903;193.704;285.612;289.1;9.1;769.1;
1730607317;03.11.2024;04:15:17;110.904;193.708;285.617;289.1;9.1;769.1;
1730608218;03.11.2024;04:30:18;110.905;193.71;285.622;289.1;9.1;769.1;
1730609118;03.11.2024;04:45:18;110.907;193.712;285.627;289.1;9.1;769.1;
1730610018;03.11.2024;05:00:18;110.908;193.714;285.632;289.1;9.1;769.1;
1730610919;03.11.2024;05:15:19;110.91;193.725;285.641;289.1;9.1;769.1;
1730611819;03.11.2024;05:30:19;110.914;193.731;285.65;289.1;9.1;769.1;
1730612719;03.11.2024;05:45:19;110.916;193.734;285.657;289.1;9.1;769.1;
1730613620;03.11.2024;06:00:20;110.919;193.735;285.663;289.1;9.1;769.1;
1730614520;03.11.2024;06:15:20;110.921;193.739;285.668;289.1;9.1;769.1;
1730615420;03.11.2024;06:30:20;110.923;193.742;285.674;289.1;9.1;769.1;
1730616320;03.11.2024;06:45:20;110.924;193.745;285.68;289.1;9.1;769.1;
1730617221;03.11.2024;07:00:21;110.926;193.747;285.686;289.1;9.1;769.1;
1730618121;03.11.2024;07:15:21;110.927;193.75;285.691;289.1;9.1;769.1;
1730619021;03.11.2024;07:30:21;110.928;193.754;285.697;289.1;9.1;769.1;
1730619922;03.11.2024;07:45:22;110.93;193.757;285.704;289.1;9.1;769.1;
1730620822;03.11.2024;08:00:22;110.931;193.759;285.71;289.1;9.1;769.1;
1730621722;03.11.2024;08:15:22;110.933;193.762;285.716;289.1;9.1;769.1;
1730622623;03.11.2024;08:30:23;110.934;193.766;285.721;289.1;9.1;769.1;
1730623523;03.11.2024;08:45:23;110.936;193.769;285.727;289.1;9.1;769.1;
1730624423;03.11.2024;09:00:23;110.938;193.771;285.733;289.1;9.1;769.1;
1730625323;03.11.2024;09:15:23;110.94;193.773;285.738;289.1;9.1;769.1;
1730626224;03.11.2024;09:30:24;110.941;193.777;285.744;289.1;9.1;769.1;
1730627124;03.11.2024;09:45:24;110.942;193.781;285.75;289.1;9.1;769.1;
1730628024;03.11.2024;10:00:24;110.944;193.783;285.756;289.1;9.1;769.1;
1730628925;03.11.2024;10:15:25;110.945;193.785;285.762;289.1;9.1;769.1;
1730629825;03.11.2024;10:30:25;110.947;193.788;285.767;289.1;9.1;769.1;
1730630725;03.11.2024;10:45:25;110.948;193.793;285.773;289.1;9.1;769.1;
1730631626;03.11.2024;11:00:26;110.95;193.795;285.779;289.1;9.1;769.1;
1730632526;03.11.2024;11:15:26;110.951;193.797;285.785;289.1;9.1;769.1;
1730633426;03.11.2024;11:30:26;110.952;193.799;285.791;289.1;9.1;769.1;
1730634327;03.11.2024;11:45:27;110.954;193.803;285.797;289.1;9.1;769.1;
1730635227;03.11.2024;12:00:27;110.955;193.807;285.802;289.1;9.1;769.1;
1730636127;03.11.2024;12:15:27;110.956;193.809;285.808;289.1;9.1;769.1;
1730637027;03.11.2024;12:30:27;110.958;193.811;285.813;289.1;9.1;769.1;
1730637928;03.11.2024;12:45:28;110.959;193.814;285.818;289.1;9.1;769.1;
1730638828;03.11.2024;13:00:28;110.96;193.818;285.824;289.1;9.1;769.1;
1730639728;03.11.2024;13:15:28;110.962;193.82;285.829;289.1;9.1;769.1;
1730640629;03.11.2024;13:30:29;110.963;193.822;285.835;289.1;9.1;769.1;
1730641529;03.11.2024;13:45:29;110.965;193.825;285.841;289.1;9.1;769.1;
1730642429;03.11.2024;14:00:29;110.966;193.829;285.846;289.1;9.1;769.1;
1730643330;03.11.2024;14:15:30;110.967;193.831;285.852;289.1;9.1;769.1;
1730644230;03.11.2024;14:30:30;110.969;193.833;285.857;289.1;9.1;769.1;
1730645130;03.11.2024;14:45:30;110.97;193.835;285.862;289.1;9.1;769.1;
1730646030;03.11.2024;15:00:30;110.972;193.839;285.867;289.1;9.1;769.1;
1730646931;03.11.2024;15:15:31;110.973;193.843;285.873;289.1;9.1;769.1;
1730647831;03.11.2024;15:30:31;110.975;193.845;285.879;289.1;9.1;769.1;
1730648731;03.11.2024;15:45:31;110.976;193.847;285.884;289.1;9.1;769.1;
1730649632;03.11.2024;16:00:32;110.977;193.85;285.889;289.1;9.1;769.1;
1730650532;03.11.2024;16:15:32;110.979;193.853;285.895;289.1;9.1;769.1;
1730651432;03.11.2024;16:30:32;110.98;193.855;285.9;289.1;9.1;769.1;
1730652333;03.11.2024;16:45:33;110.981;193.857;285.906;289.1;9.1;769.1;
1730653233;03.11.2024;17:00:33;110.983;193.86;285.911;289.1;9.1;769.1;
1730654133;03.11.2024;17:15:33;110.984;193.862;285.917;289.1;9.1;769.1;
1730655033;03.11.2024;17:30:33;110.986;193.865;285.922;289.1;9.1;769.1;
1730655934;03.11.2024;17:45:34;110.987;193.867;285.928;289.1;9.1;769.1;
1730656834;03.11.2024;18:00:34;110.988;193.87;285.934;289.1;9.1;769.1;
1730657734;03.11.2024;18:15:34;110.99;193.875;285.94;289.1;9.1;769.1;
1730658635;03.11.2024;18:30:35;110.991;193.878;285.946;289.1;9.1;769.1;
1730659535;03.11.2024;18:45:35;110.993;193.881;285.952;289.1;9.1;769.1;
1730660435;03.11.2024;19:00:35;110.994;193.883;285.958;289.1;9.1;769.1;
1730661336;03.11.2024;19:15:36;110.995;193.883;285.959;289.1;9.1;769.1;
1730662236;03.11.2024;19:30:36;110.995;193.883;285.961;289.1;9.1;769.1;
1730663136;03.11.2024;19:45:36;110.995;193.883;285.964;289.1;9.1;769.1;
1730664036;03.11.2024;20:00:36;110.995;193.883;285.968;289.1;9.1;769.1;
1730664937;03.11.2024;20:15:37;110.996;193.884;285.971;289.1;9.1;769.1;
1730665837;03.11.2024;20:30:37;110.997;193.89;285.975;289.1;9.1;769.1;
1730666737;03.11.2024;20:45:37;110.999;193.895;285.982;289.1;9.1;769.1;
1730667638;03.11.2024;21:00:38;111.001;193.898;285.988;289.1;9.1;769.1;
1730668538;03.11.2024;21:15:38;111.004;193.902;285.994;289.1;9.1;769.1;
1730669438;03.11.2024;21:30:38;111.006;193.907;286;289.1;9.1;769.1;
1730670339;03.11.2024;21:45:39;111.008;193.91;286.006;289.1;9.1;769.1;
1730671239;03.11.2024;22:00:39;111.01;193.913;286.011;289.1;9.1;769.1;
1730672139;03.11.2024;22:15:39;111.012;193.915;286.016;289.1;9.1;769.1;
1730673039;03.11.2024;22:30:39;111.013;193.918;286.021;289.1;9.1;769.1;
1730673940;03.11.2024;22:45:40;111.014;193.922;286.026;289.1;9.1;769.1;
1730674840;03.11.2024;23:00:40;111.015;193.926;286.032;289.1;9.1;769.1;
1730675740;03.11.2024;23:15:40;111.016;193.928;286.037;289.1;9.1;769.1;
1730676641;03.11.2024;23:30:41;111.018;193.932;286.042;289.1;9.1;769.1;
1730677541;03.11.2024;23:45:41;111.019;193.937;286.048;289.1;9.1;769.1;
1730678441;04.11.2024;00:00:41;111.021;193.942;286.053;289.1;9.1;769.1;
1730679342;04.11.2024;00:15:42;111.022;193.945;286.058;289.1;9.1;769.1;
1730680242;04.11.2024;00:30:42;111.024;193.948;286.064;289.1;9.1;769.1;
1730681142;04.11.2024;00:45:42;111.025;193.952;286.069;289.1;9.1;769.1;
1730682043;04.11.2024;01:00:43;111.027;193.956;286.075;289.1;9.1;769.1;
1730682943;04.11.2024;01:15:43;111.029;193.959;286.08;289.1;9.1;769.1;
1730683843;04.11.2024;01:30:43;111.031;193.963;286.085;289.1;9.1;769.1;
1730684743;04.11.2024;01:45:43;111.033;193.966;286.091;289.1;9.1;769.1;
1730685644;04.11.2024;02:00:44;111.035;193.971;286.097;289.1;9.1;769.1;
1730686544;04.11.2024;02:15:44;111.036;193.976;286.102;289.1;9.1;769.1;
1730687444;04.11.2024;02:30:44;111.038;193.98;286.107;289.1;9.1;769.1;
1730688345;04.11.2024;02:45:45;111.039;193.984;286.112;289.1;9.1;769.1;
1730689245;04.11.2024;03:00:45;111.041;193.988;286.119;289.1;9.1;769.1;
1730690145;04.11.2024;03:15:45;111.05;193.992;286.136;289.1;9.1;769.1;
1730691046;04.11.2024;03:30:46;111.056;193.997;286.158;289.1;9.1;769.1;
1730691946;04.11.2024;03:45:46;111.061;194.004;286.174;289.1;9.1;769.1;
1730692846;04.11.2024;04:00:46;111.066;194.011;286.19;289.1;9.1;769.1;
1730693747;04.11.2024;04:15:47;111.071;194.016;286.204;289.1;9.1;769.1;
1730694647;04.11.2024;04:30:47;111.076;194.021;286.218;289.1;9.1;769.1;
1730695547;04.11.2024;04:45:47;111.081;194.026;286.232;289.1;9.1;769.1;
1730696447;04.11.2024;05:00:47;111.085;194.032;286.245;289.1;9.1;769.1;
1730697348;04.11.2024;05:15:48;111.09;194.038;286.257;289.1;9.1;769.2;
1730698248;04.11.2024;05:30:48;111.095;194.044;286.27;289.1;9.1;769.2;
1730699148;04.11.2024;05:45:48;111.1;194.049;286.284;289.1;9.1;769.2;
1730700049;04.11.2024;06:00:49;111.104;194.054;286.297;289.1;9.1;769.2;
1730700949;04.11.2024;06:15:49;111.109;194.059;286.309;289.1;9.1;769.2;
1730701849;04.11.2024;06:30:49;111.114;194.064;286.322;289.1;9.1;769.3;
1730702750;04.11.2024;06:45:50;111.118;194.068;286.337;289.1;9.1;769.3;
1730703650;04.11.2024;07:00:50;111.122;194.074;286.35;289.1;9.1;769.3;
1730704550;04.11.2024;07:15:50;111.126;194.079;286.364;289.1;9.1;769.3;
1730705450;04.11.2024;07:30:50;111.13;194.084;286.377;289.1;9.1;769.3;
1730706351;04.11.2024;07:45:51;111.135;194.089;286.389;289.1;9.1;769.3;
